pair,method,x_he,temperature_K,volume_A3,r_A,g_r
gHeHe,vdW-DF,0.5,1000,80.0,5.9275,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.9565,nan
gHeHe,vdW-DF,0.5,1000,80.0,5.9855,nan
gHeHe,vdW-DF,0.5,1000,91.428571,0.2145,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.2435,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.2725,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.3015,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.3305,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.3595,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.3885,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.4175,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.4465,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.4755,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.5045,0.0
gHeHe,vdW-DF,0.5,1000,91.428571,0.5335,0.0
