pair,method,x_he,temperature_K,volume_A3,r_A,g_r
gHH,vdW-DF,0.5,1000,64.0,4.3615,nan
gHH,vdW-DF,0.5,1000,64.0,4.3905,nan
gHH,vdW-DF,0.5,1000,64.0,4.4195,nan
gHH,vdW-DF,0.5,1000,64.0,4.4485,nan
gHH,vdW-DF,0.5,1000,64.0,4.4775,nan
gHH,vdW-DF,0.5,1000,64.0,4.5065,nan
gHH,vdW-DF,0.5,1000,64.0,4.5355,nan
gHH,vdW-DF,0.5,1000,64.0,4.5645,nan
gHH,vdW-DF,0.5,1000,64.0,4.5935,nan
gHH,vdW-DF,0.5,1000,64.0,4.6225,nan
gHH,vdW-DF,0.5,1000,64.0,4.6515,nan
gHH,vdW-DF,0.5,1000,64.0,4.6805,nan
gHH,vdW-DF,0.5,1000,64.0,4.7095,nan
gHH,vdW-DF,0.5,1000,64.0,4.7385,nan
gHH,vdW-DF,0.5,1000,64.0,4.7675,nan
gHH,vdW-DF,0.5,1000,64.0,4.7965,nan
gHH,vdW-DF,0.5,1000,64.0,4.8255,nan
gHH,vdW-DF,0.5,1000,64.0,4.8545,nan
gHH,vdW-DF,0.5,1000,64.0,4.8835,nan
gHH,vdW-DF,0.5,1000,64.0,4.9125,nan
gHH,vdW-DF,0.5,1000,64.0,4.9415,nan
gHH,vdW-DF,0.5,1000,64.0,4.9705,nan
gHH,vdW-DF,0.5,1000,64.0,4.9995,nan
gHH,vdW-DF,0.5,1000,64.0,5.0285,nan
gHH,vdW-DF,0.5,1000,64.0,5.0575,nan
gHH,vdW-DF,0.5,1000,64.0,5.0865,nan
gHH,vdW-DF,0.5,1000,64.0,5.1155,nan
gHH,vdW-DF,0.5,1000,64.0,5.1445,nan
gHH,vdW-DF,0.5,1000,64.0,5.1735,nan
gHH,vdW-DF,0.5,1000,64.0,5.2025,nan
gHH,vdW-DF,0.5,1000,64.0,5.2315,nan
gHH,vdW-DF,0.5,1000,64.0,5.2605,nan
gHH,vdW-DF,0.5,1000,64.0,5.2895,nan
gHH,vdW-DF,0.5,1000,64.0,5.3185,nan
gHH,vdW-DF,0.5,1000,64.0,5.3475,nan
gHH,vdW-DF,0.5,1000,64.0,5.3765,nan
gHH,vdW-DF,0.5,1000,64.0,5.4055,nan
gHH,vdW-DF,0.5,1000,64.0,5.4345,nan
gHH,vdW-DF,0.5,1000,64.0,5.4635,nan
gHH,vdW-DF,0.5,1000,64.0,5.4925,nan
gHH,vdW-DF,0.5,1000,64.0,5.5215,nan
gHH,vdW-DF,0.5,1000,64.0,5.5505,nan
gHH,vdW-DF,0.5,1000,64.0,5.5795,nan
gHH,vdW-DF,0.5,1000,64.0,5.6085,nan
gHH,vdW-DF,0.5,1000,64.0,5.6375,nan
gHH,vdW-DF,0.5,1000,64.0,5.6665,nan
gHH,vdW-DF,0.5,1000,64.0,5.6955,nan
gHH,vdW-DF,0.5,1000,64.0,5.7245,nan
gHH,vdW-DF,0.5,1000,64.0,5.7535,nan
gHH,vdW-DF,0.5,1000,64.0,5.7825,nan
gHH,vdW-DF,0.5,1000,64.0,5.8115,nan
gHH,vdW-DF,0.5,1000,64.0,5.8405,nan
gHH,vdW-DF,0.5,1000,64.0,5.8695,nan
gHH,vdW-DF,0.5,1000,64.0,5.8985,nan
gHH,vdW-DF,0.5,1000,64.0,5.9275,nan
gHH,vdW-DF,0.5,1000,64.0,5.9565,nan
gHH,vdW-DF,0.5,1000,64.0,5.9855,nan
gHH,vdW-DF,0.5,1000,80.0,0.2145,0.0
gHH,vdW-DF,0.5,1000,80.0,0.2435,0.0
gHH,vdW-DF,0.5,1000,80.0,0.2725,0.0
gHH,vdW-DF,0.5,1000,80.0,0.3015,0.0
gHH,vdW-DF,0.5,1000,80.0,0.3305,0.0
gHH,vdW-DF,0.5,1000,80.0,0.3595,0.0
gHH,vdW-DF,0.5,1000,80.0,0.3885,0.0
gHH,vdW-DF,0.5,1000,80.0,0.4175,0.0
gHH,vdW-DF,0.5,1000,80.0,0.4465,0.0
gHH,vdW-DF,0.5,1000,80.0,0.4755,0.0
gHH,vdW-DF,0.5,1000,80.0,0.5045,0.0
gHH,vdW-DF,0.5,1000,80.0,0.5335,0.000510640625
gHH,vdW-DF,0.5,1000,80.0,0.5625,0.01572114066667
gHH,vdW-DF,0.5,1000,80.0,0.5915,0.149424525
gHH,vdW-DF,0.5,1000,80.0,0.6205,0.6434101333333
gHH,vdW-DF,0.5,1000,80.0,0.6495,1.577545625
gHH,vdW-DF,0.5,1000,80.0,0.6785,2.466006666667
gHH,vdW-DF,0.5,1000,80.0,0.7075,2.53521875
