pair,method,x_he,temperature_K,volume_A3,r_A,g_r
gHHe,vdW-DF,0.5,1000,80.0,5.1445,nan
gHHe,vdW-DF,0.5,1000,80.0,5.1735,nan
gHHe,vdW-DF,0.5,1000,80.0,5.2025,nan
gHHe,vdW-DF,0.5,1000,80.0,5.2315,nan
gHHe,vdW-DF,0.5,1000,80.0,5.2605,nan
gHHe,vdW-DF,0.5,1000,80.0,5.2895,nan
gHHe,vdW-DF,0.5,1000,80.0,5.3185,nan
gHHe,vdW-DF,0.5,1000,80.0,5.3475,nan
gHHe,vdW-DF,0.5,1000,80.0,5.3765,nan
gHHe,vdW-DF,0.5,1000,80.0,5.4055,nan
gHHe,vdW-DF,0.5,1000,80.0,5.4345,nan
gHHe,vdW-DF,0.5,1000,80.0,5.4635,nan
gHHe,vdW-DF,0.5,1000,80.0,5.4925,nan
gHHe,vdW-DF,0.5,1000,80.0,5.5215,nan
gHHe,vdW-DF,0.5,1000,80.0,5.5505,nan
gHHe,vdW-DF,0.5,1000,80.0,5.5795,nan
gHHe,vdW-DF,0.5,1000,80.0,5.6085,nan
gHHe,vdW-DF,0.5,1000,80.0,5.6375,nan
gHHe,vdW-DF,0.5,1000,80.0,5.6665,nan
gHHe,vdW-DF,0.5,1000,80.0,5.6955,nan
gHHe,vdW-DF,0.5,1000,80.0,5.7245,nan
gHHe,vdW-DF,0.5,1000,80.0,5.7535,nan
gHHe,vdW-DF,0.5,1000,80.0,5.7825,nan
gHHe,vdW-DF,0.5,1000,80.0,5.8115,nan
gHHe,vdW-DF,0.5,1000,80.0,5.8405,nan
gHHe,vdW-DF,0.5,1000,80.0,5.8695,nan
gHHe,vdW-DF,0.5,1000,80.0,5.8985,nan
gHHe,vdW-DF,0.5,1000,80.0,5.9275,nan
gHHe,vdW-DF,0.5,1000,80.0,5.9565,nan
gHHe,vdW-DF,0.5,1000,80.0,5.9855,nan
gHHe,vdW-DF,0.5,1000,91.428571,0.2145,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.2435,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.2725,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.3015,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.3305,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.3595,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.3885,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.4175,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.4465,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.4755,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.5045,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.5335,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.5625,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.5915,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.6205,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.6495,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.6785,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.7075,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.7365,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.7655,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.7945,0.0
gHHe,vdW-DF,0.5,1000,91.428571,0.8235,0.0
