method,x_he,temperature_K,volume_A3,pressure_GPa_used,energy_eV_per_atom,rho_invA3_used,density_g_cm3
MACE,0.75,6000,112.0,205.98985,0.254989535,0.35714285714285715,2.022039133757194
MACE,0.75,6000,159.193,98.1156911,0.196273619,0.2512673295936379,1.422602645724408
MACE,0.75,6000,245.578,40.5569498,0.118260785,0.16288103983255828,0.9221851427277921
MACE,0.75,6000,320.0,24.335689,0.0911178791,0.125,0.7077136968150178
MACE,0.75,10000,60.0,826.369628,0.739129819,0.6666666666666666,3.774473049680095
MACE,0.75,10000,72.0,571.277918,0.604261157,0.5555555555555556,3.145394208066746
MACE,0.75,10000,88.0,381.549205,0.546778319,0.45454545454545453,2.5735043520546106
MACE,0.75,10000,120.0,205.996367,0.405995381,0.3333333333333333,1.8872365248400476
MACE,0.75,10000,320.0,33.0674446,0.118669458,0.125,0.7077136968150178
MACE,0.875,1000,64.0,535.451624,0.124636571,0.5625,3.8493593348023976
MACE,0.875,1000,80.0,317.936382,0.0959275029,0.45,3.079487467841918
MACE,0.875,1000,91.428571,231.930729,0.0944309081,0.39375000184570313,2.694551546992389
MACE,0.875,1000,106.666666,158.267449,0.0908986355,0.337500002109375,2.309615615316536
MACE,0.875,1000,160.0,57.047687,0.0423854391,0.225,1.539743733920959
MACE,0.875,1000,320.0,8.72632408,0.0248255831,0.1125,0.7698718669604795
MACE,0.875,2000,64.0,555.575767,0.232425135,0.5625,3.8493593348023976
MACE,0.875,2000,80.0,335.348623,0.209575925,0.45,3.079487467841918
MACE,0.875,2000,91.428571,246.775905,0.183651419,0.39375000184570313,2.694551546992389
MACE,0.875,2000,106.666666,172.580256,0.159718661,0.337500002109375,2.309615615316536
MACE,0.875,2000,160.0,65.6470703,0.0873781212,0.225,1.539743733920959
MACE,0.875,2000,320.0,11.8459904,0.0404709066,0.1125,0.7698718669604795
MACE,0.875,3000,52.2499,899.037837,0.510239725,0.6889965339646583,4.71501375940152
MACE,0.875,3000,58.6506,686.570925,0.481936657,0.6138044623584413,4.20045144341837
MACE,0.875,3000,68.3849,497.305493,0.31708512,0.5264320047261896,3.6025350249448844
MACE,0.875,3000,86.1165,298.198932,0.239852781,0.418038355019073,2.860764167463302
MACE,0.875,3000,139.304,99.616195,0.147677981,0.25842761155458566,1.7684990913925906
MACE,0.875,3000,320.0,14.8023782,0.0561506273,0.1125,0.7698718669604795
MACE,0.875,4000,56.0,795.428123,0.494352895,0.6428571428571429,4.399267811202741
MACE,0.875,4000,72.0,460.883039,0.367190774,0.5,3.4216527420465757
MACE,0.875,4000,88.0,297.769156,0.281898953,0.4090909090909091,2.799534061674471
MACE,0.875,4000,102.0,215.327612,0.224799163,0.35294117647058826,2.4152842885034653
MACE,0.875,4000,142.561,101.179902,0.161020182,0.2525234811764788,1.7280953235972913
MACE,0.875,4000,229.798,35.5360857,0.105531582,0.15665932688709214,1.0720676308207795
MACE,0.875,4000,320.0,18.2857249,0.0631648761,0.1125,0.7698718669604795
MACE,0.875,6000,60.0,720.893481,0.578567991,0.6,4.105983290455891
MACE,0.875,6000,76.0,436.640537,0.428723731,0.47368421052631576,3.2415657556230717
MACE,0.875,6000,88.0,320.174834,0.381995443,0.4090909090909091,2.799534061674471
MACE,0.875,6000,108.0,207.048691,0.294671587,0.3333333333333333,2.2811018280310504
MACE,0.875,6000,153.293,97.7335337,0.212943279,0.23484438297900098,1.60711185394867
MACE,0.875,6000,233.927,41.4567554,0.115883636,0.15389416356384686,1.0531447734864015
MACE,0.875,6000,320.0,22.6435843,0.0921927176,0.1125,0.7698718669604795
MACE,0.875,10000,60.0,781.778031,0.72656358,0.6,4.105983290455891
MACE,0.875,10000,72.0,538.61376,0.675692551,0.5,3.4216527420465757
MACE,0.875,10000,88.0,359.661474,0.517908301,0.4090909090909091,2.799534061674471
MACE,0.875,10000,116.0,206.752953,0.400289718,0.3103448275862069,2.1237844605806333
MACE,0.875,10000,320.0,31.045587,0.118424693,0.1125,0.7698718669604795
MACE,1,1000,64.0,490.268069,0.130824217,0.5,4.160150185529706
MACE,1,1000,80.0,288.185107,0.0869683105,0.4,3.3281201484237646
MACE,1,1000,91.428571,208.439404,0.0963053937,0.350000001640625,2.912105143521287
MACE,1,1000,106.666666,142.024577,0.0912696667,0.300000001875,2.4960901269183866
MACE,1,1000,160.0,50.349505,0.081362672,0.2,1.6640600742118823
MACE,1,1000,320.0,8.64154068,0.0257300229,0.1,0.8320300371059411
MACE,1,2000,64.0,512.22156,0.244387417,0.5,4.160150185529706
MACE,1,2000,80.0,303.760944,0.319805868,0.4,3.3281201484237646
MACE,1,2000,91.428571,224.202054,0.176403663,0.350000001640625,2.912105143521287
MACE,1,2000,106.666666,155.987398,0.150580584,0.300000001875,2.4960901269183866
MACE,1,2000,160.0,58.4080831,0.0861280946,0.2,1.6640600742118823
MACE,1,2000,320.0,11.6201789,0.043959799,0.1,0.8320300371059411
MACE,1,3000,50.3206,909.318213,0.397868244,0.6359224651534362,5.291065922781151
MACE,1,3000,56.4687,704.359809,0.34816069,0.5666856152169255,4.7149945345634166
MACE,1,3000,65.8229,499.614608,0.30334579,0.4861529953861042,4.044938947902647
MACE,1,3000,82.8086,297.913176,0.265811231,0.3864332931603722,3.2152410724719553
MACE,1,3000,133.662,98.8765303,0.155729906,0.2394098547081444,1.9919619029634539
MACE,1,3000,320.0,14.1189985,0.0540610686,0.1,0.8320300371059411
MACE,1,4000,57.4306,699.183733,0.476015917,0.5571942483623713,4.636023511401608
MACE,1,4000,72.0,424.931247,0.374539484,0.4444444444444444,3.6979112760264052
MACE,1,4000,100.0,205.08195,0.256367722,0.32,2.662496118739012
MACE,1,4000,137.893,99.213296,0.156265678,0.2320639916456963,1.930842115799215
MACE,1,4000,212.5,38.1404316,0.114028523,0.15058823529411763,1.252939349994829
MACE,1,4000,320.0,16.469923,0.059653368,0.1,0.8320300371059411
MACE,1,6000,57.9006,723.986004,0.579444197,0.5526713021972138,4.598391240745367
MACE,1,6000,67.2,525.917146,0.465861627,0.47619047619047616,3.962047795742577
MACE,1,6000,76.0,403.684206,0.411938589,0.42105263157894735,3.5032843667618576
MACE,1,6000,104.0,206.269888,0.29839115,0.3076923076923077,2.5600924218644345
MACE,1,6000,145.953,98.8099495,0.208072251,0.21924866224058429,1.824214725794613
MACE,1,6000,228.056,39.625124,0.142945269,0.14031641351247062,1.1674747074135352
MACE,1,6000,320.0,20.8174745,0.0865680238,0.1,0.8320300371059411
MACE,1,6000,377.9,15.2812743,0.0702744629,0.0846784863720561,0.7045504415821677
MACE,1,10000,67.2,578.317189,0.643716929,0.47619047619047616,3.962047795742577
MACE,1,10000,80.0,404.903961,0.542150623,0.4,3.3281201484237646
MACE,1,10000,112.0,204.586312,0.365014373,0.2857142857142857,2.3772286774455464
MACE,1,10000,212.5,58.6180921,0.196946484,0.15058823529411763,1.252939349994829
MACE,1,10000,320.0,28.6994596,0.102346882,0.1,0.8320300371059411
N2P2,0,1000,64.0,756.214,0.131938,1.0,1.6738233797112376
N2P2,0,1000,80.0,450.695,0.20319,0.8,1.33905870376899
N2P2,0,1000,91.428571,346.097,0.433499,0.70000000328125,1.1716763712900993
N2P2,0,1000,106.666666,250.826,0.130211,0.60000000375,1.0042940341035802
N2P2,0,1000,160.0,102.413,0.0925252,0.4,0.669529351884495
N2P2,0,1000,320.0,18.9752,0.0491172,0.2,0.3347646759422475
N2P2,0,2000,64.0,777.096,0.177133,1.0,1.6738233797112376
N2P2,0,2000,80.0,464.596,0.211183,0.8,1.33905870376899
N2P2,0,2000,91.428571,345.983,0.161651,0.70000000328125,1.1716763712900993
N2P2,0,2000,106.666666,246.171,0.116883,0.60000000375,1.0042940341035802
N2P2,0,2000,160.0,105.828,0.20643,0.4,0.669529351884495
N2P2,0,2000,320.0,23.2842,0.0671992,0.2,0.3347646759422475
N2P2,0,3000,60.7086,899.572,0.268702,1.0542163713213615,1.764572009592038
N2P2,0,3000,68.085,694.873,0.227142,0.9400014687522951,1.5733964353604937
N2P2,0,3000,79.1729,495.001,0.262842,0.8083574051222072,1.353047523856259
N2P2,0,3000,99.0453,301.899,0.219226,0.6461689752062945,1.0815727379443467
N2P2,0,3000,162.02,102.162,0.160794,0.3950129613627947,0.6611819300180175
N2P2,0,3000,320.0,26.3871,0.100422,0.2,0.3347646759422475
N2P2,0,4000,56.0,1094.88,0.476986,1.1428571428571428,1.9129410053842717
N2P2,0,4000,72.0,633.265,0.367605,0.8888888888888888,1.4878430041877668
N2P2,0,4000,88.0,407.481,0.388856,0.7272727272727273,1.2173260943354456
N2P2,0,4000,118.0,213.38,0.220907,0.5423728813559322,0.9078364093349085
N2P2,0,4000,164.379,101.681,0.159727,0.3893441376331527,0.6516933203238808
N2P2,0,4000,270.457,37.8165,0.149381,0.2366365078367356,0.3960877193103496
N2P2,0,4000,320.0,27.8797,0.124136,0.2,0.3347646759422475
N2P2,0,6000,60.0,992.582,0.525281,1.0666666666666667,1.78541160502532
N2P2,0,6000,76.0,598.083,0.548517,0.8421052631578947,1.4095354776515685
N2P2,0,6000,88.0,437.811,0.443245,0.7272727272727273,1.2173260943354456
N2P2,0,6000,124.0,209.217,0.293419,0.5161290322580645,0.8639088411412839
N2P2,0,6000,174.084,99.7059,0.212445,0.367638611245146,0.6153621027866961
N2P2,0,6000,270.564,41.2528,0.112923,0.2365429251489481,0.3959310784195946
N2P2,0,6000,320.0,30.0916,0.104731,0.2,0.3347646759422475
N2P2,0,8000,56.0,1191.62,0.779075,1.1428571428571428,1.9129410053842717
N2P2,0,8000,67.407,813.107,0.681628,0.9494562879226194,1.5892221327387246
N2P2,0,8000,77.1546,614.762,0.574508,0.8295033607847102,1.3884421188304936
N2P2,0,8000,94.0,407.675,0.455914,0.6808510638297872,1.139624428739566
N2P2,0,8000,126.0,220.85,0.415824,0.5079365079365079,0.8501960023930096
N2P2,0,8000,184.686,98.1507,0.259336,0.34653411736677386,0.5800369075161041
N2P2,0,8000,320.0,34.5344,0.133861,0.2,0.3347646759422475
N2P2,0,10000,60.0,1077.84,0.933698,1.0666666666666667,1.78541160502532
N2P2,0,10000,72.0,743.422,0.876234,0.8888888888888888,1.4878430041877668
N2P2,0,10000,88.0,495.911,0.589829,0.7272727272727273,1.2173260943354456
N2P2,0,10000,96.0,415.257,0.642652,0.6666666666666666,1.1158822531408252
N2P2,0,10000,118.0,273.427,0.512382,0.5423728813559322,0.9078364093349085
N2P2,0,10000,177.1,119.384,0.330255,0.36137775268210054,0.6048825313468053
N2P2,0,10000,265.6,54.5893,0.198506,0.24096385542168672,0.4033309348701777
N2P2,0,10000,320.0,39.0071,0.148957,0.2,0.3347646759422475
N2P2,0.125,1000,64.0,724.555,0.199927,0.9375,1.9846142304385461
N2P2,0.125,1000,80.0,448.268,0.301781,0.75,1.587691384350837
N2P2,0.125,1000,91.428571,342.265,0.302756,0.6562500030761719,1.3892299678189979
N2P2,0.125,1000,106.666666,242.779,0.138488,0.562500003515625,1.1907685457054311
N2P2,0.125,1000,160.0,97.929,0.0816057,0.375,0.7938456921754184
N2P2,0.125,1000,320.0,17.7901,0.0421775,0.1875,0.3969228460877092
N2P2,0.125,2000,64.0,745.506,0.197682,0.9375,1.9846142304385461
N2P2,0.125,2000,80.0,453.68,0.123689,0.75,1.587691384350837
N2P2,0.125,2000,91.428571,339.027,0.177049,0.6562500030761719,1.3892299678189979
N2P2,0.125,2000,106.666666,242.319,0.139894,0.562500003515625,1.1907685457054311
N2P2,0.125,2000,160.0,104.578,0.152239,0.375,0.7938456921754184
N2P2,0.125,2000,320.0,21.9888,0.0733908,0.1875,0.3969228460877092
N2P2,0.125,3000,59.6759,895.92,0.224672,1.0054310031352691,2.1284188549827814
N2P2,0.125,3000,66.9574,695.632,0.31826,0.8960921421680053,1.89695703160617
N2P2,0.125,3000,77.9314,497.767,0.235276,0.7699078933523587,1.6298348386923238
N2P2,0.125,3000,97.8825,301.839,0.153907,0.6129798482874876,1.2976304318756362
N2P2,0.125,3000,163.461,100.235,0.154781,0.36706003266834286,0.7770374018760864
N2P2,0.125,3000,320.0,25.3,0.0872075,0.1875,0.3969228460877092
N2P2,0.125,4000,56.0,1051.19,0.419937,1.0714285714285714,2.2681305490726245
N2P2,0.125,4000,72.0,610.661,0.262211,0.8333333333333334,1.7641015381675966
N2P2,0.125,4000,88.0,395.669,0.287207,0.6818181818181818,1.4433558039553063
N2P2,0.125,4000,116.0,215.624,0.16968,0.5172413793103449,1.0949595754143704
N2P2,0.125,4000,164.256,101.744,0.143548,0.3652834599649328,0.7732765363095836
N2P2,0.125,4000,284.468,34.0493,0.111493,0.2109200331847519,0.4465012259658976
N2P2,0.125,4000,320.0,27.4981,0.142216,0.1875,0.3969228460877092
N2P2,0.125,6000,60.0,951.748,0.55193,1.0,2.116921845801116
N2P2,0.125,6000,76.0,577.943,0.470812,0.7894736842105263,1.6712540887903549
N2P2,0.125,6000,88.0,422.706,0.39241,0.6818181818181818,1.4433558039553063
N2P2,0.125,6000,122.0,210.596,0.265318,0.4918032786885246,1.0411091044923522
N2P2,0.125,6000,173.807,98.8849,0.155178,0.3452104920975565,0.7307836321210709
N2P2,0.125,6000,275.954,39.8183,0.126284,0.21742754227153802,0.46027711411346434
N2P2,0.125,6000,320.0,30.207,0.111927,0.1875,0.3969228460877092
N2P2,0.125,8000,56.0,1143.1,0.802621,1.0714285714285714,2.2681305490726245
N2P2,0.125,8000,66.3002,809.735,0.497863,0.9049746456270117,1.9157605972239442
N2P2,0.125,8000,76.0047,608.903,0.595001,0.7894248645149576,1.6711507413103002
N2P2,0.125,8000,92.0,410.126,0.469131,0.6521739130434783,1.3806012037833364
N2P2,0.125,8000,128.0,206.836,0.233025,0.46875,0.9923071152192731
N2P2,0.125,8000,176.412,106.074,0.211551,0.3401129174886062,0.719992465070783
N2P2,0.125,8000,320.0,34.1654,0.117083,0.1875,0.3969228460877092
N2P2,0.125,10000,60.0,1035.04,0.93778,1.0,2.116921845801116
N2P2,0.125,10000,72.0,715.614,0.818327,0.8333333333333334,1.7641015381675966
N2P2,0.125,10000,88.0,475.642,0.591804,0.6818181818181818,1.4433558039553063
N2P2,0.125,10000,96.0,398.288,0.578787,0.625,1.3230761536256976
N2P2,0.125,10000,132.0,209.421,0.459983,0.45454545454545453,0.962237202636871
N2P2,0.125,10000,320.0,38.9355,0.133611,0.1875,0.3969228460877092
N2P2,0.25,1000,64.0,699.704,0.246584,0.875,2.2954050811658546
N2P2,0.25,1000,80.0,434.49,0.373869,0.7,1.8363240649326837
N2P2,0.25,1000,91.428571,328.632,0.26361,0.6125000028710937,1.6067835643478963
N2P2,0.25,1000,106.666666,229.998,0.122478,0.52500000328125,1.3772430573072818
N2P2,0.25,1000,160.0,91.2907,0.0989488,0.35,0.9181620324663419
N2P2,0.25,1000,320.0,16.0641,0.0430284,0.175,0.45908101623317094
N2P2,0.25,2000,64.0,718.41,0.251709,0.875,2.2954050811658546
N2P2,0.25,2000,80.0,440.627,0.177522,0.7,1.8363240649326837
N2P2,0.25,2000,91.428571,329.158,0.180916,0.6125000028710937,1.6067835643478963
N2P2,0.25,2000,106.666666,236.966,0.165919,0.52500000328125,1.3772430573072818
N2P2,0.25,2000,160.0,99.4625,0.126056,0.35,0.9181620324663419
N2P2,0.25,2000,320.0,20.6229,0.0716938,0.175,0.45908101623317094
N2P2,0.25,3000,58.5947,895.214,0.343885,0.9557178379614538,2.5071538073343613
N2P2,0.25,3000,65.7728,698.094,0.230109,0.8514157828159968,2.2335361303550205
N2P2,0.25,3000,76.6271,500.273,0.172195,0.730811945121243,1.9171536596662893
N2P2,0.25,3000,96.5994,301.686,0.207766,0.5797137456340309,1.5207747169714791
N2P2,0.25,3000,162.908,98.6676,0.175583,0.34375230191273604,0.9017723205405181
N2P2,0.25,3000,320.0,24.0619,0.0686064,0.175,0.45908101623317094
N2P2,0.25,4000,56.0,1011.25,0.441676,1.0,2.6233200927609768
N2P2,0.25,4000,72.0,590.342,0.29458,0.7777777777777778,2.0403600721474264
N2P2,0.25,4000,88.0,382.546,0.295936,0.6363636363636364,1.669385513575167
N2P2,0.25,4000,116.0,210.286,0.185737,0.4827586206896552,1.2664303896087477
N2P2,0.25,4000,164.544,99.8251,0.142467,0.3403345001944768,0.8928063326199357
N2P2,0.25,4000,286.117,32.6841,0.129266,0.19572412684321447,0.5134470345859027
N2P2,0.25,4000,320.0,25.9264,0.108544,0.175,0.45908101623317094
N2P2,0.25,6000,60.0,915.242,0.475203,0.9333333333333333,2.4484320865769114
N2P2,0.25,6000,76.0,556.651,0.318034,0.7368421052631579,1.932972699929141
N2P2,0.25,6000,88.0,407.998,0.32357,0.6363636363636364,1.669385513575167
N2P2,0.25,6000,120.0,212.824,0.159087,0.4666666666666667,1.2242160432884557
N2P2,0.25,6000,172.51,98.5099,0.182796,0.3246188626746276,0.8515791849435668
N2P2,0.25,6000,277.83,38.9731,0.135071,0.2015621063240111,0.5287619234590026
N2P2,0.25,6000,320.0,29.7259,0.0994482,0.175,0.45908101623317094
N2P2,0.25,8000,50.8007,1336.1,0.718406,1.1023470149033379,2.891809073391011
N2P2,0.25,8000,64.9065,811.629,0.531242,0.8627795367182024,2.2633468942958674
N2P2,0.25,8000,74.4513,613.144,0.454004,0.7521695390140938,1.9731814648584338
N2P2,0.25,8000,90.0,414.494,0.445342,0.6222222222222222,1.632288057717941
N2P2,0.25,8000,126.0,206.252,0.308818,0.4444444444444444,1.165920041227101
N2P2,0.25,8000,190.867,89.2445,0.196884,0.29339802061121095,0.769676922645689
N2P2,0.25,8000,320.0,33.6211,0.123677,0.175,0.45908101623317094
N2P2,0.25,10000,60.0,990.837,1.03633,0.9333333333333333,2.4484320865769114
N2P2,0.25,10000,72.0,684.922,0.755273,0.7777777777777778,2.0403600721474264
N2P2,0.25,10000,88.0,457.707,0.5446,0.6363636363636364,1.669385513575167
N2P2,0.25,10000,94.0,399.786,0.461843,0.5957446808510638,1.5628289914320714
N2P2,0.25,10000,130.0,208.722,0.439784,0.4307692307692308,1.130045578420113
N2P2,0.25,10000,320.0,38.2949,0.141176,0.175,0.45908101623317094
N2P2,0.375,1000,64.0,675.909,0.310417,0.8125,2.6061959318931636
N2P2,0.375,1000,80.0,416.273,0.338899,0.65,2.0849567455145306
N2P2,0.375,1000,91.428571,310.445,0.242729,0.5687500026660156,1.8243371608767947
N2P2,0.375,1000,106.666666,217.91,0.15316,0.48750000304687496,1.5637175689091327
N2P2,0.375,1000,160.0,83.817,0.101808,0.325,1.0424783727572653
N2P2,0.375,1000,320.0,14.6869,0.0608164,0.1625,0.5212391863786326
N2P2,0.375,2000,64.0,690.966,0.32706,0.8125,2.6061959318931636
N2P2,0.375,2000,80.0,424.418,0.251732,0.65,2.0849567455145306
N2P2,0.375,2000,91.428571,318.07,0.228065,0.5687500026660156,1.8243371608767947
N2P2,0.375,2000,106.666666,229.63,0.255361,0.48750000304687496,1.5637175689091327
N2P2,0.375,2000,160.0,93.0056,0.128871,0.325,1.0424783727572653
N2P2,0.375,2000,320.0,19.2092,0.0668118,0.1625,0.5212391863786326
N2P2,0.375,3000,57.4695,896.971,0.383047,0.9048277782127911,2.902348891867207
N2P2,0.375,3000,64.5573,698.451,0.30854,0.805485979122423,2.5836975778287266
N2P2,0.375,3000,75.3106,500.232,0.195831,0.6904738509585636,2.214781712549926
N2P2,0.375,3000,95.182,301.1,0.244795,0.5463217835304994,1.7523958273745293
N2P2,0.375,3000,162.942,95.1944,0.236996,0.31913196106590075,1.0236558998978929
N2P2,0.375,3000,320.0,22.142,0.104182,0.1625,0.5212391863786326
N2P2,0.375,4000,56.0,971.764,0.501452,0.9285714285714286,2.9785096364493295
N2P2,0.375,4000,72.0,568.977,0.30762,0.7222222222222222,2.3166186061272565
N2P2,0.375,4000,88.0,368.73,0.209252,0.5909090909090909,1.8954152231950279
N2P2,0.375,4000,114.0,211.685,0.173295,0.45614035087719296,1.4631275407119513
N2P2,0.375,4000,163.803,97.4116,0.196411,0.3174545032752758,1.018275243073463
N2P2,0.375,4000,273.978,34.0713,0.13452,0.189796261013658,0.6087953764213274
N2P2,0.375,4000,320.0,24.5217,0.126393,0.1625,0.5212391863786326
N2P2,0.375,6000,60.0,879.823,0.365019,0.8666666666666667,2.7799423273527073
N2P2,0.375,6000,76.0,534.984,0.30992,0.6842105263157895,2.194691311067927
N2P2,0.375,6000,88.0,392.882,0.269779,0.5909090909090909,1.8954152231950279
N2P2,0.375,6000,118.0,211.755,0.250323,0.4406779661016949,1.4135299969590038
N2P2,0.375,6000,169.736,98.9956,0.201477,0.30635810906348687,0.9826821631307588
N2P2,0.375,6000,274.259,39.0817,0.154763,0.18960179975862232,0.6081716174898998
N2P2,0.375,6000,320.0,28.7633,0.137779,0.1625,0.5212391863786326
N2P2,0.375,10000,60.0,949.049,0.756608,0.8666666666666667,2.7799423273527073
N2P2,0.375,10000,72.0,656.609,0.656263,0.7222222222222222,2.3166186061272565
N2P2,0.375,10000,88.0,438.268,0.497278,0.5909090909090909,1.8954152231950279
N2P2,0.375,10000,128.0,206.984,0.315395,0.40625,1.3030979659465818
N2P2,0.375,10000,320.0,36.8903,0.127538,0.1625,0.5212391863786326
N2P2,0.5,1000,64.0,644.498,0.381938,0.75,2.9169867826204716
N2P2,0.5,1000,80.0,394.331,0.152101,0.6,2.333589426096377
N2P2,0.5,1000,91.428571,291.805,0.101766,0.5250000024609375,2.041890757405693
N2P2,0.5,1000,106.666666,204.554,0.193765,0.45000000281249997,1.7501920805109834
N2P2,0.5,1000,160.0,76.3437,0.139878,0.3,1.1667947130481886
N2P2,0.5,1000,320.0,13.0656,0.0544539,0.15,0.5833973565240943
N2P2,0.5,2000,64.0,662.275,0.5255,0.75,2.9169867826204716
N2P2,0.5,2000,80.0,405.668,0.268089,0.6,2.333589426096377
N2P2,0.5,2000,91.428571,304.823,0.246675,0.5250000024609375,2.041890757405693
N2P2,0.5,2000,106.666666,218.685,0.226042,0.45000000281249997,1.7501920805109834
N2P2,0.5,2000,160.0,86.2931,0.176805,0.3,1.1667947130481886
N2P2,0.5,2000,320.0,16.7703,0.088982,0.15,0.5833973565240943
N2P2,0.5,3000,56.2632,899.974,0.471628,0.8531331314251589,3.3181040909104027
N2P2,0.5,3000,63.2553,700.491,0.438117,0.7588296949030359,2.951328253722774
N2P2,0.5,3000,73.9436,498.178,0.273584,0.6491434011868504,2.5247236283831214
N2P2,0.5,3000,93.7614,299.008,0.251522,0.5119377483697982,1.9910875273589153
N2P2,0.5,3000,158.66,95.0225,0.214636,0.30253371990419764,1.1766491496767313
N2P2,0.5,3000,320.0,20.1949,0.0896321,0.15,0.5833973565240943
N2P2,0.5,4000,56.0,931.505,0.416357,0.8571428571428571,3.333699180137682
N2P2,0.5,4000,72.0,545.67,0.263873,0.6666666666666666,2.5928771401070856
N2P2,0.5,4000,88.0,354.463,0.246503,0.5454545454545454,2.1214449328148883
N2P2,0.5,4000,112.0,211.241,0.219285,0.42857142857142855,1.666849590068841
N2P2,0.5,4000,161.58,95.9025,0.221819,0.29706646862235425,1.1553852833748617
N2P2,0.5,4000,250.874,38.6881,0.125512,0.19133110645184437,0.7441470781655739
N2P2,0.5,4000,320.0,23.0552,0.0975143,0.15,0.5833973565240943
N2P2,0.5,6000,60.0,841.38,0.422697,0.8,3.111452568128503
N2P2,0.5,6000,76.0,513.079,0.307402,0.631578947368421,2.456409922206713
N2P2,0.5,6000,88.0,377.347,0.233891,0.5454545454545454,2.1214449328148883
N2P2,0.5,6000,116.0,210.769,0.255047,0.41379310344827586,1.6093720179975017
N2P2,0.5,6000,168.327,97.6601,0.174327,0.2851592436151063,1.109074326089755
N2P2,0.5,6000,268.442,39.1314,0.193817,0.1788095752527548,0.6954468901576883
N2P2,0.5,6000,320.0,27.6773,0.137122,0.15,0.5833973565240943
N2P2,0.5,8000,62.0089,818.403,0.618207,0.7740824301027756,3.0106509563580417
N2P2,0.5,8000,71.0606,618.529,0.488648,0.6754798017466782,2.6271542048295426
N2P2,0.5,8000,86.0,418.304,0.331872,0.5581395348837209,2.170780861485002
N2P2,0.5,8000,120.0,210.602,0.327465,0.4,1.5557262840642514
N2P2,0.5,8000,167.204,108.59,0.256809,0.28707447190258606,1.116523253556794
N2P2,0.5,8000,320.0,31.8771,0.128025,0.15,0.5833973565240943
N2P2,0.5,10000,60.0,908.306,0.71323,0.8,3.111452568128503
N2P2,0.5,10000,72.0,630.324,0.679959,0.6666666666666666,2.5928771401070856
N2P2,0.5,10000,88.0,420.107,0.508722,0.5454545454545454,2.1214449328148883
N2P2,0.5,10000,126.0,204.767,0.37842,0.38095238095238093,1.481644080061192
N2P2,0.5,10000,320.0,36.0414,0.139284,0.15,0.5833973565240943
N2P2,0.625,1000,64.0,611.507,0.464056,0.6875,3.2277776333477806
N2P2,0.625,1000,80.0,368.366,0.121194,0.55,2.5822221066782243
N2P2,0.625,1000,91.428571,271.509,0.139138,0.48125000225585934,2.2594443539345916
N2P2,0.625,1000,106.666666,188.888,0.0937978,0.41250000257812497,1.9366665921128343
N2P2,0.625,1000,160.0,69.071,0.110352,0.275,1.2911110533391121
N2P2,0.625,1000,320.0,11.3838,0.0405307,0.1375,0.6455555266695561
N2P2,0.625,2000,64.0,629.833,0.327633,0.6875,3.2277776333477806
N2P2,0.625,2000,80.0,386.359,0.343735,0.55,2.5822221066782243
N2P2,0.625,2000,91.428571,288.804,0.276412,0.48125000225585934,2.2594443539345916
N2P2,0.625,2000,106.666666,204.695,0.248648,0.41250000257812497,1.9366665921128343
N2P2,0.625,2000,160.0,80.1521,0.172761,0.275,1.2911110533391121
N2P2,0.625,2000,320.0,15.0898,0.0751536,0.1375,0.6455555266695561
N2P2,0.625,3000,55.0083,899.473,0.449837,0.7998792909433667,3.7553927049964817
N2P2,0.625,3000,61.8964,697.329,0.326144,0.7108652522602283,3.3374763077377354
N2P2,0.625,3000,72.4766,495.02,0.454081,0.6070924960607975,2.8502684802302802
N2P2,0.625,3000,92.0038,297.613,0.30266,0.4782411161278121,2.2453177861594624
N2P2,0.625,3000,150.797,98.5882,0.23064,0.2917829930303653,1.3699063544649956
N2P2,0.625,3000,320.0,18.339,0.0966973,0.1375,0.6455555266695561
N2P2,0.625,4000,56.0,889.903,0.518317,0.7857142857142857,3.688888723826035
N2P2,0.625,4000,72.0,519.257,0.307363,0.6111111111111112,2.869135674086916
N2P2,0.625,4000,88.0,338.543,0.301512,0.5,2.3474746424347495
N2P2,0.625,4000,110.0,208.925,0.26289,0.4,1.8779797139477994
N2P2,0.625,4000,156.095,97.5847,0.21727,0.2818796245875909,1.3234105418767925
N2P2,0.625,4000,231.41,43.3078,0.141687,0.19013871483514108,0.8926916232412512
N2P2,0.625,4000,320.0,21.5096,0.115953,0.1375,0.6455555266695561
N2P2,0.625,6000,60.0,804.129,0.440422,0.7333333333333333,3.4429628089042987
N2P2,0.625,6000,76.0,490.415,0.282723,0.5789473684210527,2.7181285333454994
N2P2,0.625,6000,88.0,360.661,0.251421,0.5,2.3474746424347495
N2P2,0.625,6000,114.0,209.06,0.269837,0.38596491228070173,1.8120856888969994
N2P2,0.625,6000,164.569,98.1023,0.224358,0.2673650566023978,1.2552653812945207
N2P2,0.625,6000,254.311,40.7295,0.108223,0.17301650341510985,0.8123037089793911
N2P2,0.625,6000,320.0,26.0558,0.122442,0.1375,0.6455555266695561
N2P2,0.625,8000,52.0,1119.88,0.666296,0.8461538461538461,3.9726493948895762
N2P2,0.625,8000,60.6147,818.886,0.533919,0.7258965234505821,3.4080473636635658
N2P2,0.625,8000,69.4763,619.564,0.374093,0.6333094882715401,2.973355929061536
N2P2,0.625,8000,84.0,419.22,0.436891,0.5238095238095238,2.4592591492173566
