#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
0.1875	8000	1.58621	4.06396	0.409933
0.1875	8000	1.56897	4.15544	0.438088
0.1875	8000	1.29722	6.15556	1.10172
0.1875	8000	1.13118	8.16331	1.6968
0.1875	8000	1.01724	10.135	2.22547
0.1875	8000	1	10.4867	2.31515
0.1875	8000	0.965517	11.2743	2.52023
0.1875	8000	0.948276	11.6886	2.61766
0.1875	8000	0.877498	13.6904	3.09842
0.1875	8000	0.862069	14.1895	3.21325
0.1875	8000	0.807647	16.1838	3.6567
0.1875	8000	0.76234	18.19	4.08018
0.1875	8000	0.724138	20.1681	4.48092
0.1875	8000	0.69081	22.1576	4.8674
0.1875	8000	0.672414	23.3993	5.10532
0.1875	8000	0.655172	24.6425	5.33065
0.21875	8000	5.61404	0.341871	-1.28281
0.21875	8000	3.24674	0.968242	-0.849887
0.21875	8000	2.21053	2.10624	-0.270302
0.21875	8000	2.19298	2.14111	-0.255719
0.21875	8000	1.59649	4.11861	0.529499
0.21875	8000	1.57895	4.21102	0.556536
0.21875	8000	1.30793	6.20902	1.23237
0.21875	8000	1.14152	8.20029	1.8299
0.21875	8000	1.03509	10.0309	2.33272
0.21875	8000	1.01754	10.3821	2.42341
0.21875	8000	0.982456	11.1552	2.62347
0.21875	8000	0.964912	11.5678	2.72567
0.21875	8000	0.892012	13.5698	3.21192
0.21875	8000	0.842105	15.2455	3.59975
0.21875	8000	0.792272	17.2531	4.04179
0.21875	8000	0.75027	19.2493	4.45915
0.21875	8000	0.714232	21.2488	4.86168
0.21875	8000	0.701754	22.0086	5.01069
0.21875	8000	0.684211	23.1574	5.22647
0.21875	8000	0.666667	24.3832	5.45917
0.25	8000	5.71429	0.342056	-1.22812
0.25	8000	3.40834	0.904124	-0.815222
0.25	8000	2.25	2.08716	-0.194351
0.25	8000	2.23214	2.11863	-0.18055
0.25	8000	1.625	4.07627	0.618571
0.25	8000	1.60714	4.17229	0.65287
0.25	8000	1.32949	6.16233	1.33518
0.25	8000	1.15904	8.16174	1.9438
0.25	8000	1.05357	9.91747	2.43795
0.25	8000	1.03571	10.277	2.53083
0.25	8000	1.01786	10.6404	2.62418
0.25	8000	1	11.0409	2.73252
0.25	8000	0.982143	11.4458	2.83612
0.25	8000	0.907155	13.4512	3.33263
0.25	8000	0.847161	15.4517	3.79848
0.25	8000	0.797684	17.4446	4.24003
0.25	8000	0.755916	19.4368	4.66126
0.25	8000	0.719987	21.4329	5.06563
0.25	8000	0.688595	23.4411	5.45662
0.25	8000	0.678571	24.133	5.58794
0.25	8000	0.660714	25.4593	5.83803
0.28125	8000	5.81818	0.340474	-1.16025
0.28125	8000	3.32078	0.978009	-0.699772
0.28125	8000	2.27273	2.10348	-0.0958456
0.28125	8000	2.25455	2.1378	-0.084384
0.28125	8000	1.63636	4.13229	0.745654
0.28125	8000	1.61818	4.22306	0.776458
0.28125	8000	1.34083	6.21836	1.46909
0.28125	8000	1.17022	8.21946	2.09098
0.28125	8000	1.05455	10.1699	2.63869
0.28125	8000	1.03636	10.5311	2.73455
0.28125	8000	1.01818	10.9151	2.83438
0.28125	8000	1	11.3248	2.94437
0.28125	8000	0.981818	11.7608	3.06036
0.28125	8000	0.908449	13.7577	3.5571
0.28125	8000	0.872727	14.9229	3.83314
0.28125	8000	0.820142	16.9234	4.28592
0.28125	8000	0.775927	18.9286	4.72386
0.28125	8000	0.738111	20.9166	5.13577
0.28125	8000	0.727273	21.5575	5.26447
0.28125	8000	0.695742	23.5545	5.66254
0.28125	8000	0.690909	23.8897	5.72757
0.28125	8000	0.672727	25.193	5.97186
0.3125	8000	5.92593	0.338939	-1.117
0.3125	8000	3.50452	0.907884	-0.663066
0.3125	8000	2.31481	2.08358	-0.0166857
0.3125	8000	1.66772	4.08243	0.834444
0.3125	8000	1.66667	4.08854	0.835993
0.3125	8000	1.64815	4.18363	0.874014
0.3125	8000	1.36393	6.16687	1.57319
0.3125	8000	1.18914	8.17108	2.20339
0.3125	8000	1.07407	10.0654	2.75103
0.3125	8000	1.05556	10.423	2.84876
0.3125	8000	1.01852	11.2076	3.05914
0.3125	8000	1	11.6371	3.17569
0.3125	8000	0.924561	13.6449	3.68415
0.3125	8000	0.888889	14.7658	3.94957
0.3125	8000	0.834817	16.758	4.41246
0.3125	8000	0.789494	18.7652	4.85744
0.3125	8000	0.750772	20.7567	5.27477
0.3125	8000	0.740741	21.336	5.39746
0.3125	8000	0.70833	23.3337	5.80388
0.3125	8000	0.703704	23.6433	5.86542
0.3125	8000	0.685185	24.9373	6.11733
0.34375	8000	6.03774	0.339404	-1.06532
0.34375	8000	3.47708	0.947363	-0.567875
0.34375	8000	2.33962	2.10094	0.0862661
0.34375	8000	2.32075	2.13653	0.104751
0.34375	8000	1.67925	4.13523	0.957147
0.34375	8000	1.66038	4.23564	1.00186
0.34375	8000	1.37556	6.23475	1.71741
0.34375	8000	1.20074	8.23458	2.35808
0.34375	8000	1.09434	9.95154	2.86132
0.34375	8000	1.07547	10.3063	2.96426
0.34375	8000	1.03774	11.0831	3.17321
0.34375	8000	1.01887	11.5033	3.2835
0.34375	8000	0.941581	13.5078	3.80812
0.34375	8000	0.90566	14.6125	4.0755
0.34375	8000	0.849966	16.6097	4.54551
0.34375	8000	0.803415	18.613	4.99971
0.34375	8000	0.7637	20.607	5.42876
0.34375	8000	0.754717	21.1089	5.53085
0.34375	8000	0.721419	23.0962	5.94373
0.34375	8000	0.716981	23.3962	6.0005
0.34375	8000	0.698113	24.6761	6.24994
0.375	8000	6.15385	0.330079	-0.968634
0.375	8000	3.47858	0.977825	-0.464022
0.375	8000	2.38462	2.08054	0.168091
0.375	8000	2.36538	2.1149	0.186862
0.375	8000	2.34615	2.15051	0.205794
0.375	8000	1.71154	4.09537	1.0602
0.375	8000	1.69231	4.19476	1.10096
0.375	8000	1.39925	6.19138	1.83304
0.375	8000	1.22043	8.19368	2.48491
0.375	8000	1.09647	10.1909	3.07345
0.375	8000	1.09615	10.2011	3.07915
0.375	8000	1.07692	10.5762	3.18367
0.375	8000	1.05769	10.9691	3.28861
0.375	8000	1.03846	11.3861	3.40433
0.375	8000	1.01923	11.8281	3.52556
0.375	8000	1	12.2929	3.64916
0.375	8000	0.928315	14.29	4.16217
0.375	8000	0.870094	16.2976	4.64488
0.375	8000	0.821563	18.2894	5.10094
0.375	8000	0.780287	20.2919	5.54336
0.375	8000	0.744612	22.2908	5.96596
0.375	8000	0.730769	23.1491	6.13761
0.375	8000	0.711538	24.4192	6.40115
0.40625	8000	6.27451	0.334095	-0.92326
0.40625	8000	3.53455	0.974538	-0.387924
0.40625	8000	2.41176	2.09363	0.268741
0.40625	8000	2.39216	2.12912	0.288558
0.40625	8000	1.72908	4.13106	1.18661
0.40625	8000	1.72549	4.1447	1.18908
0.40625	8000	1.70588	4.24767	1.22933
0.40625	8000	1.41314	6.24911	1.98124
0.40625	8000	1.23375	8.25147	2.64162
0.40625	8000	1.11765	10.0888	3.18809
0.40625	8000	1.09804	10.4628	3.30133
0.40625	8000	1.05882	11.2672	3.52928
0.40625	8000	1.03922	11.6993	3.6434
0.40625	8000	0.980392	13.1599	4.04045
0.40625	8000	0.914455	15.1606	4.54645
0.40625	8000	0.882353	16.3006	4.82177
0.40625	8000	0.833076	18.2998	5.29217
0.40625	8000	0.791239	20.2992	5.73439
0.40625	8000	0.755067	22.3004	6.16367
0.40625	8000	0.745098	22.9056	6.28574
0.40625	8000	0.72549	24.1497	6.544
0.40625	8000	0.705882	25.5205	6.82303
0.4375	8000	6.4	0.327371	-0.845114
0.4375	8000	3.56352	0.988231	-0.295227
0.4375	8000	2.46	2.0753	0.360464
0.4375	8000	1.76668	4.07337	1.27634
0.4375	8000	1.76	4.10841	1.29591
0.4375	8000	1.74	4.20222	1.33588
0.4375	8000	1.43924	6.19921	2.09592
0.4375	8000	1.25531	8.19293	2.76364
0.4375	8000	1.14	9.98628	3.32113
0.4375	8000	1.12	10.3477	3.41852
0.4375	8000	1.08	11.1408	3.64882
0.4375	8000	1.06	11.5724	3.77142
0.4375	8000	1	13.0286	4.17244
0.4375	8000	0.931802	15.0259	4.67839
0.4375	8000	0.9	16.1214	4.95489
0.4375	8000	0.849364	18.1205	5.43367
0.4375	8000	0.80634	20.122	5.88607
0.4375	8000	0.769206	22.1207	6.31535
0.4375	8000	0.76	22.6643	6.44158
0.4375	8000	0.74	23.9112	6.69991
0.4375	8000	0.72	25.2536	6.96364
0.46875	8000	6.53061	0.327152	-0.768402
0.46875	8000	3.53347	1.03738	-0.174862
0.46875	8000	2.4898	2.08808	0.469079
0.46875	8000	2.46939	2.12534	0.488221
0.46875	8000	1.78282	4.12156	1.41942
0.46875	8000	1.77551	4.15852	1.43668
0.46875	8000	1.7551	4.25875	1.47397
0.46875	8000	1.4536	6.26417	2.24532
0.46875	8000	1.26924	8.26515	2.93528
0.46875	8000	1.14286	10.2323	3.53992
0.46875	8000	1.12245	10.6123	3.6559
0.46875	8000	1.10204	11.0149	3.77632
0.46875	8000	1.08163	11.4513	3.90429
0.46875	8000	1.02041	12.8767	4.29517
0.46875	8000	0.95039	14.8834	4.82562
0.46875	8000	0.918367	15.9429	5.09097
0.46875	8000	0.866214	17.945	5.57385
0.46875	8000	0.821959	19.9374	6.04012
0.46875	8000	0.783847	21.9306	6.48235
0.46875	8000	0.77551	22.4204	6.58762
0.46875	8000	0.755102	23.6632	6.85137
0.46875	8000	0.734694	24.9902	7.12762
0.5	8000	6.66667	0.32157	-0.686575
0.5	8000	3.48342	1.09998	-0.0432955
0.5	8000	2.52083	2.10029	0.57621
0.5	8000	2.5	2.13844	0.602986
0.5	8000	1.8125	4.10814	1.52943
0.5	8000	1.79167	4.2108	1.58625
0.5	8000	1.48043	6.22384	2.36767
0.5	8000	1.29185	8.21798	3.06787
0.5	8000	1.16667	10.1145	3.65962
0.5	8000	1.14583	10.5003	3.77863
0.5	8000	1.125	10.894	3.89668
0.5	8000	1.10417	11.3206	4.02503
0.5	8000	1.08333	11.7609	4.15229
0.5	8000	1.00302	13.7587	4.70217
0.5	8000	0.937987	15.7606	5.23133
0.5	8000	0.884046	17.7587	5.72735
0.5	8000	0.838379	19.7684	6.19621
0.5	8000	0.799106	21.7716	6.65256
0.5	8000	0.770833	23.3988	7.00432
0.5	8000	0.75	24.7209	7.29066
0.53125	8000	6.80851	0.316761	-0.596935
0.53125	8000	3.63026	1.04653	0.00278617
0.53125	8000	2.57447	2.07712	0.667857
0.53125	8000	2.55319	2.11295	0.687301
0.53125	8000	1.85106	4.06183	1.63656
0.53125	8000	1.82979	4.15672	1.68098
0.53125	8000	1.51036	6.16162	2.48587
0.53125	8000	1.31661	8.16305	3.19992
0.53125	8000	1.19149	10.0034	3.7933
0.53125	8000	1.17021	10.3801	3.91372
0.53125	8000	1.12766	11.1878	4.14632
0.53125	8000	1.10638	11.6368	4.28484
0.53125	8000	1.02322	13.6343	4.85198
0.53125	8000	0.978723	14.9207	5.19999
0.53125	8000	0.919647	16.9252	5.72024
0.53125	8000	0.870091	18.9203	6.19488
0.53125	8000	0.827794	20.9304	6.66861
0.53125	8000	0.808511	21.9381	6.90114
0.53125	8000	0.787234	23.151	7.16544
0.53125	8000	0.765957	24.4683	7.46163
0.5625	8000	6.95652	0.316758	-0.526973
0.5625	8000	3.54115	1.135	0.158981
0.5625	8000	2.6087	2.08988	0.777718
0.5625	8000	2.58696	2.12637	0.804148
0.5625	8000	1.86957	4.1127	1.78624
0.5625	8000	1.84783	4.21442	1.83196
0.5625	8000	1.5267	6.22579	2.65569
0.5625	8000	1.3325	8.22102	3.3673
0.5625	8000	1.19816	10.2166	4.01896
0.5625	8000	1.19565	10.255	4.03564
0.5625	8000	1.17391	10.6535	4.16268
0.5625	8000	1.15217	11.068	4.29215
0.5625	8000	1.13043	11.5012	4.42159
0.5625	8000	1.06522	12.9871	4.85073
0.5625	8000	0.992487	14.9769	5.39447
0.5625	8000	0.932811	16.9737	5.92945
0.5625	8000	0.913043	17.7338	6.10745
0.5625	8000	0.865872	19.75	6.60727
0.5625	8000	0.82532	21.7366	7.07275
0.5625	8000	0.79005	23.7398	7.52968
0.5625	8000	0.782609	24.1912	7.62832
0.5625	8000	0.76087	25.6157	7.93512
0.59375	8000	7.11111	0.312308	-0.441476
0.59375	8000	3.82216	1.00752	0.173863
0.59375	8000	2.64444	2.1006	0.899105
0.59375	8000	2.62222	2.13556	0.922048
0.59375	8000	1.89486	4.14013	1.92929
0.59375	8000	1.88889	4.16556	1.94224
0.59375	8000	1.86667	4.26245	1.98208
0.59375	8000	1.54723	6.26194	2.81565
0.59375	8000	1.35128	8.26198	3.54523
0.59375	8000	1.22222	10.1442	4.1759
0.59375	8000	1.2	10.5251	4.29014
0.59375	8000	1.17778	10.9365	4.42341
0.59375	8000	1.15556	11.3727	4.56182
0.59375	8000	1.06695	13.371	5.14109
0.59375	8000	1	15.2469	5.66755
0.59375	8000	0.940978	17.2434	6.19409
0.59375	8000	0.891242	19.249	6.69919
0.59375	8000	0.848622	21.2524	7.17769
0.59375	8000	0.844444	21.463	7.22826
0.59375	8000	0.807871	23.4679	7.68788
0.59375	8000	0.8	23.9283	7.80057
0.59375	8000	0.777778	25.331	8.11004
0.625	8000	7.27273	0.311126	-0.350488
0.625	8000	3.88275	1.01053	0.275285
0.625	8000	2.70455	2.07601	1.00117
0.625	8000	2.68182	2.11139	1.01512
0.625	8000	1.93302	4.11089	2.05276
0.625	8000	1.93182	4.11998	2.05924
0.625	8000	1.90909	4.21474	2.09483
0.625	8000	1.57901	6.22094	2.95046
0.625	8000	1.37761	8.21555	3.69503
0.625	8000	1.25	10.0235	4.30467
0.625	8000	1.22727	10.4023	4.42722
0.625	8000	1.20455	10.807	4.55911
0.625	8000	1.18182	11.2383	4.69726
0.625	8000	1.09066	13.2329	5.29977
0.625	8000	1.01776	15.2247	5.86378
0.625	8000	0.95773	17.2325	6.4117
0.625	8000	0.90713	19.2176	6.90528
0.625	8000	0.863691	21.2385	7.4176
0.625	8000	0.825845	23.24	7.87471
0.625	8000	0.818182	23.6775	7.98191
0.625	8000	0.795455	25.0474	8.28785
0.65625	8000	7.44186	0.30376	-0.282413
0.65625	8000	3.92656	1.0175	0.381962
0.65625	8000	2.74419	2.08533	1.1181
0.65625	8000	2.72093	2.12097	1.1451
0.65625	8000	1.96427	4.1163	2.18637
0.65625	8000	1.95349	4.17067	2.21536
0.65625	8000	1.93023	4.26385	2.25827
0.65625	8000	1.6001	6.26165	3.11754
0.65625	8000	1.3974	8.26919	3.87743
0.65625	8000	1.27907	9.90486	4.44967
0.65625	8000	1.25581	10.2788	4.57121
0.65625	8000	1.2093	11.1047	4.83636
0.65625	8000	1.18605	11.5504	4.97729
0.65625	8000	1.09666	13.5519	5.59292
0.65625	8000	1.0248	15.5506	6.15659
0.65625	8000	1.02326	15.6029	6.17044
0.65625	8000	0.964044	17.6074	6.71117
0.65625	8000	0.914107	19.6025	7.22053
0.65625	8000	0.883721	20.9836	7.57369
0.65625	8000	0.844826	22.9989	8.05462
0.65625	8000	0.837209	23.4084	8.15286
0.65625	8000	0.813953	24.7749	8.46484
0.6875	8000	7.61905	0.302247	-0.174374
0.6875	8000	3.88562	1.07304	0.525586
0.6875	8000	2.78571	2.09386	1.24134
0.6875	8000	2.7619	2.1317	1.26303
0.6875	8000	2	4.11046	2.31875
0.6875	8000	1.97619	4.21285	2.38123
0.6875	8000	1.63378	6.22126	3.25585
0.6875	8000	1.42584	8.22446	4.02314
0.6875	8000	1.28571	10.1544	4.71767
0.6875	8000	1.2619	10.5526	4.83923
0.6875	8000	1.2381	10.9681	4.97808
0.6875	8000	1.21429	11.4099	5.12131
0.6875	8000	1.16667	12.3858	5.42907
0.6875	8000	1.08406	14.3821	6.02222
0.6875	8000	1.01677	16.3862	6.59454
0.6875	8000	1	16.947	6.76242
0.6875	8000	0.94641	18.9431	7.29012
0.6875	8000	0.900567	20.9474	7.80701
0.6875	8000	0.860805	22.9514	8.29744
0.6875	8000	0.857143	23.1499	8.33431
0.6875	8000	0.833333	24.4978	8.6571
0.71875	8000	7.80488	0.294961	-0.0416286
0.71875	8000	4.29022	0.915666	0.498017
0.71875	8000	2.85366	2.06705	1.35095
0.71875	8000	2.82927	2.09918	1.36747
0.71875	8000	2.04878	4.05978	2.44041
0.71875	8000	2.02439	4.15526	2.48815
0.71875	8000	2	4.26575	2.54402
0.71875	8000	1.65887	6.2451	3.42037
0.71875	8000	1.4489	8.25626	4.207
0.71875	8000	1.31707	10.0358	4.85168
0.71875	8000	1.29268	10.4346	4.99486
0.71875	8000	1.26829	10.8434	5.13392
0.71875	8000	1.2439	11.2773	5.27535
0.71875	8000	1.17073	12.7715	5.75885
0.71875	8000	1.0897	14.7784	6.35611
0.71875	8000	1.02439	16.7538	6.92515
0.71875	8000	0.968971	18.761	7.4808
0.71875	8000	0.921751	20.7591	7.9903
0.71875	8000	0.880759	22.758	8.49342
0.71875	8000	0.878049	22.8844	8.52221
0.71875	8000	0.853659	24.2414	8.84725
0.71875	8000	0.829268	25.6965	9.20691
0.75	8000	8	0.294033	0.0611896
0.75	8000	4.1569	1.00716	0.696145
0.75	8000	2.9	2.07197	1.4827
0.75	8000	2.875	2.10942	1.49339
0.75	8000	2.075	4.10138	2.61053
0.75	8000	2.05	4.2066	2.65648
0.75	8000	1.69512	6.2145	3.57901
0.75	8000	1.4795	8.21599	4.37775
0.75	8000	1.35	9.90365	5.00498
0.75	8000	1.325	10.2994	5.13237
0.75	8000	1.3	10.7047	5.27723
0.75	8000	1.275	11.1389	5.4183
0.75	8000	1.25	11.6013	5.5695
0.75	8000	1.15681	13.592	6.20959
0.75	8000	1.08179	15.5853	6.80776
0.75	8000	1.01964	17.575	7.38507
0.75	8000	0.966963	19.5797	7.91987
0.75	8000	0.921505	21.5597	8.44359
0.75	8000	0.881705	23.5968	8.95311
0.75	8000	0.875	23.9681	9.04787
0.75	8000	0.85	25.3867	9.38004
0.78125	8000	8.20513	0.2857	0.190609
0.78125	8000	3.99608	1.12456	0.929976
0.78125	8000	2.94872	2.07573	1.60237
0.78125	8000	2.12051	4.07599	2.73466
0.78125	8000	2.10256	4.14743	2.77398
0.78125	8000	2.07692	4.24998	2.81945
0.78125	8000	1.72054	6.26402	3.75757
0.78125	8000	1.50369	8.25169	4.55839
0.78125	8000	1.35897	10.1694	5.26984
0.78125	8000	1.33333	10.5675	5.41049
0.78125	8000	1.30769	11.0025	5.57363
0.78125	8000	1.28205	11.4556	5.72868
0.78125	8000	1.18526	13.4654	6.39065
0.78125	8000	1.10741	15.4419	6.98726
0.78125	8000	1.07692	16.3584	7.26183
0.78125	8000	1.01742	18.3676	7.84388
0.78125	8000	0.966831	20.3689	8.37641
0.78125	8000	0.923169	22.3578	8.91294
0.78125	8000	0.923077	22.3722	8.91473
0.78125	8000	0.897436	23.6904	9.2487
0.78125	8000	0.871795	25.1164	9.5987
0.8125	8000	8.42105	0.282918	0.250041
0.8125	8000	3.92208	1.2075	1.11057
0.8125	8000	3.02632	2.04104	1.73891
0.8125	8000	3	2.08067	1.74944
0.8125	8000	2.15843	4.07937	2.88188
0.8125	8000	2.15789	4.08685	2.88187
0.8125	8000	2.13158	4.18004	2.9431
0.8125	8000	1.76191	6.20802	3.9039
0.8125	8000	1.53877	8.19946	4.73481
0.8125	8000	1.39474	10.0374	5.42117
0.8125	8000	1.36842	10.4382	5.57175
0.8125	8000	1.34211	10.8566	5.71406
0.8125	8000	1.31579	11.2985	5.87187
0.8125	8000	1.26316	12.3002	6.21319
0.8125	8000	1.17365	14.2935	6.86769
0.8125	8000	1.10059	16.2973	7.47398
0.8125	8000	1.05263	17.8497	7.93018
0.8125	8000	0.998821	19.8642	8.49916
0.8125	8000	0.952692	21.8794	9.05101
0.8125	8000	0.921053	23.4108	9.4471
0.8125	8000	0.894737	24.8325	9.81018
0.84375	8000	8.64865	0.275923	0.403189
0.84375	8000	5.07003	0.752477	0.886955
0.84375	8000	3.05405	2.08202	1.8989
0.84375	8000	3.02703	2.1169	1.92845
0.84375	8000	2.19001	4.12046	3.06414
0.84375	8000	2.18919	4.12134	3.05733
0.84375	8000	2.16216	4.23108	3.12058
0.84375	8000	1.79569	6.20431	4.08262
0.84375	8000	1.56795	8.22557	4.92816
0.84375	8000	1.40966	10.224	5.70148
0.84375	8000	1.40541	10.2904	5.72431
0.84375	8000	1.37838	10.7153	5.8817
0.84375	8000	1.35135	11.145	6.01183
0.84375	8000	1.24732	13.1609	6.72354
0.84375	8000	1.16435	15.151	7.36705
0.84375	8000	1.13514	15.9646	7.61169
0.84375	8000	1.07164	17.9522	8.21188
0.84375	8000	1.0178	19.9366	8.78979
0.84375	8000	0.971046	21.9437	9.3262
0.84375	8000	0.945946	23.1364	9.64043
0.84375	8000	0.918919	24.5361	10.0001
0.875	8000	8.88889	0.271667	0.527058
0.875	8000	4.64525	0.925795	1.13725
0.875	8000	3.11111	2.07674	2.04367
0.875	8000	3.08333	2.11719	2.06893
0.875	8000	2.25	4.05934	3.19427
0.875	8000	2.22222	4.15481	3.24728
0.875	8000	2.19444	4.26421	3.32969
0.875	8000	1.75204	6.81497	4.52695
0.875	8000	1.44444	10.1529	5.87832
0.875	8000	1.41667	10.5556	6.01894
0.875	8000	1.41544	10.5777	6.03595
0.875	8000	1.38889	11.0126	6.18969
0.875	8000	1.36111	11.4698	6.36411
0.875	8000	1.33333	11.9643	6.52571
0.875	8000	1.15928	15.9484	7.8523
0.875	8000	0.959083	23.4963	10.0257
0.875	8000	0.944444	24.2405	10.2122
0.875	8000	0.916667	25.7533	10.6185
0.875	8000	0.800047	33.9481	12.5841
0.875	8000	0.672169	48.1982	15.5734
0.875	8000	0.568322	67.3685	19.0317
0.875	8000	0.483267	93.0195	23.0126
0.875	8000	0.413075	126.787	27.5675
0.90625	8000	9.14286	0.265293	0.698245
0.90625	8000	6.24737	0.535516	0.927151
0.90625	8000	3.17143	2.07854	2.2144
0.90625	8000	3.14286	2.11838	2.23583
0.90625	8000	2.28571	4.09347	3.41598
0.90625	8000	2.25714	4.19307	3.46777
0.90625	8000	1.84832	6.33739	4.52041
0.90625	8000	1.62549	8.30269	5.37237
0.90625	8000	1.48571	9.99709	6.04085
0.90625	8000	1.45714	10.4105	6.19942
0.90625	8000	1.42857	10.8393	6.37251
0.90625	8000	1.4	11.3114	6.5364
0.90625	8000	1.37143	11.8063	6.71871
0.90625	8000	1.31994	12.7642	7.05505
0.90625	8000	1.25714	14.1188	7.52477
0.90625	8000	1.17577	16.1918	8.19388
0.90625	8000	1.0209	21.6349	9.8058
0.90625	8000	0.971429	23.9518	10.4493
0.90625	8000	0.942857	25.4572	10.8383
0.90625	8000	0.860031	30.6576	12.1473
0.90625	8000	0.701429	46.2988	15.5925
0.90625	8000	0.553489	74.3908	20.6953
0.9375	8000	9.41176	0.257494	0.81671
0.9375	8000	4.52	1.04686	1.59583
0.9375	8000	3.23529	2.06965	2.4103
0.9375	8000	2.33594	4.0657	3.60638
0.9375	8000	2.32353	4.11269	3.62356
0.9375	8000	2.29412	4.22641	3.69216
0.9375	8000	1.90442	6.23086	4.69966
0.9375	8000	1.66666	8.23041	5.57289
0.9375	8000	1.50158	10.2264	6.37722
0.9375	8000	1.5	10.2471	6.38862
0.9375	8000	1.47059	10.6915	6.55708
0.9375	8000	1.44118	11.1327	6.72625
0.9375	8000	1.41176	11.6214	6.91205
0.9375	8000	1.30804	13.6056	7.60825
0.9375	8000	1.29412	13.938	7.72987
0.9375	8000	1.21244	15.9225	8.38925
0.9375	8000	1.14475	17.9309	9.02068
0.9375	8000	1.11765	18.8328	9.29552
0.9375	8000	1.06406	20.822	9.87606
0.9375	8000	1.0174	22.8053	10.4447
0.9375	8000	1	23.6588	10.6843
0.9375	8000	0.970588	25.1415	11.0822
0.96875	8000	9.69697	0.256711	1.00376
0.96875	8000	4.84848	0.948008	1.70056
0.96875	8000	3.35673	1.99865	2.54221
0.96875	8000	3.23232	2.15967	2.65362
0.96875	8000	2.77056	2.96997	3.1769
0.96875	8000	2.42424	3.93096	3.74648
0.96875	8000	2.3979	4.03563	3.80581
0.96875	8000	1.93939	6.27036	4.94993
0.96875	8000	1.61616	9.17808	6.22491
0.96875	8000	1.56333	9.83893	6.49381
0.96875	8000	1.05767	22.1032	10.5896
1	8000	37.3516	0.0367668	0.871837
1	8000	21.0043	0.0782883	0.938715
1	8000	11.8116	0.188568	1.09724
1	8000	10	0.249208	1.17207
1	8000	6.64216	0.530075	1.5044
1	8000	4.80391	1.00445	1.96766
1	8000	3.73502	1.67201	2.51374
1	8000	3.375	2.0648	2.80815
1	8000	3.34375	2.10704	2.83973
1	8000	2.4375	4.06331	4.05747
1	8000	2.40625	4.17701	4.12176
1	8000	2.10043	5.55731	4.85568
1	8000	1.81538	7.53143	5.78335
1	8000	1.62258	9.54628	6.65877
1	8000	1.59375	9.90904	6.8054
1	8000	1.5625	10.3227	6.96866
1	8000	1.43612	12.316	7.73949
1	8000	1.33574	14.3091	8.45378
1	8000	1.25399	16.3386	9.15598
1	8000	1.18571	18.3324	9.79791
1	8000	1.18116	18.4916	9.85709
1	8000	1.12307	20.512	10.4762
1	8000	1.07331	22.5397	11.0872
1	8000	1.03125	24.4449	11.6255
1	8000	1	26.032	12.0596
1	8000	0.664215	59.6265	19.5827
0	9000	5	0.376261	-1.46344
0	9000	2.83783	1.10386	-1.12024
0	9000	2.07813	2.07815	-0.734521
0	9000	2.0625	2.11112	-0.718687
0	9000	1.5	4.06494	-0.0501536
0	9000	1.48438	4.15253	-0.0201972
0	9000	1.375	4.86878	0.202317
0	9000	1.3125	5.35564	0.346985
0	9000	1.25	5.91713	0.50905
0	9000	1.1875	6.57124	0.693208
0	9000	1.125	7.34552	0.904453
0	9000	1.0625	8.25326	1.14122
0	9000	1	9.33719	1.41266
0	9000	0.96875	9.95764	1.5637
0	9000	0.953125	10.2925	1.64401
0	9000	0.9375	10.6453	1.72767
0	9000	0.90625	11.393	1.89915
0	9000	0.890625	11.8064	1.99457
0	9000	0.875	12.2344	2.09038
0	9000	0.8125	14.2078	2.51866
0	9000	0.760752	16.2172	2.93401
0	9000	0.75	16.681	3.02545
0	9000	0.708462	18.6925	3.4159
0	9000	0.6875	19.8453	3.63106
0	9000	0.655069	21.8545	3.9976
0	9000	0.626756	23.8545	4.34751
0	9000	0.625	23.9929	4.37342
0	9000	0.609375	25.2185	4.57881
0	9000	0.59375	26.5501	4.79981
0	9000	0.5625	29.5465	5.28351
0	9000	0.53125	33.0688	5.82391
0	9000	0.5	37.2569	6.43642
0	9000	0.46875	42.2912	7.13506
0	9000	0.4375	48.4005	7.93219
0	9000	0.375	65.3879	9.93546
0	9000	0.34375	77.4771	11.2164
0	9000	0.3125	93.2886	12.7534
0	9000	0.28125	114.572	14.6299
0.03125	9000	5.07937	0.375967	-1.41345
0.03125	9000	3.05087	0.97877	-1.10838
0.03125	9000	2.09524	2.09374	-0.646691
0.03125	9000	2.07937	2.12643	-0.634681
0.03125	9000	1.4942	4.20129	0.0921322
0.03125	9000	1.23537	6.20476	0.698041
0.03125	9000	1.07739	8.20263	1.24065
0.03125	9000	0.984127	9.85508	1.65891
0.03125	9000	0.968254	10.1831	1.73743
0.03125	9000	0.920635	11.2844	2.00007
0.03125	9000	0.904762	11.6827	2.0895
0.03125	9000	0.836313	13.6874	2.53826
0.03125	9000	0.781221	15.6934	2.9611
0.03125	9000	0.735632	17.7111	3.36844
0.03125	9000	0.698413	19.6397	3.73864
0.03125	9000	0.665137	21.6523	4.11147
0.03125	9000	0.636132	23.6555	4.4662
0.03125	9000	0.634921	23.7521	4.48515
0.03125	9000	0.619048	24.9669	4.69301
