#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
0.03125	9000	0.603175	26.2825	4.91398
0.03125	9000	0.587302	27.7044	5.15019
0.03125	9000	0.571429	29.2511	5.40074
0.03125	9000	0.507937	36.8989	6.56423
0.0625	9000	5.16129	0.372085	-1.35285
0.0625	9000	2.98423	1.05247	-1.00971
0.0625	9000	2.12903	2.07819	-0.572629
0.0625	9000	2.1129	2.11074	-0.559997
0.0625	9000	1.51615	4.16784	0.177807
0.0625	9000	1.25081	6.17748	0.792651
0.0625	9000	1.08995	8.19304	1.35607
0.0625	9000	0.983871	10.0834	1.83669
0.0625	9000	0.967742	10.4254	1.9196
0.0625	9000	0.935484	11.1647	2.09579
0.0625	9000	0.919355	11.5662	2.19212
0.0625	9000	0.849181	13.5709	2.64723
0.0625	9000	0.792803	15.5767	3.07565
0.0625	9000	0.746206	17.5833	3.48544
0.0625	9000	0.706863	19.5938	3.87741
0.0625	9000	0.673074	21.6098	4.25756
0.0625	9000	0.645161	23.4992	4.59427
0.0625	9000	0.629032	24.7102	4.80899
0.0625	9000	0.612903	26.0132	5.03136
0.0625	9000	0.596774	27.4308	5.26994
0.09375	9000	5.2459	0.370593	-1.30195
0.09375	9000	2.9499	1.10477	-0.912072
0.09375	9000	2.14754	2.09498	-0.480055
0.09375	9000	2.13115	2.12593	-0.470143
0.09375	9000	1.53702	4.15161	0.269491
0.09375	9000	1.26601	6.17342	0.901242
0.09375	9000	1.10175	8.20109	1.47735
0.09375	9000	1	9.97578	1.93163
0.09375	9000	0.983607	10.3144	2.01679
0.09375	9000	0.900477	12.3316	2.50016
0.09375	9000	0.835364	14.3382	2.94858
0.09375	9000	0.782539	16.3498	3.37991
0.09375	9000	0.738541	18.3621	3.78938
0.09375	9000	0.701136	20.3714	4.18039
0.09375	9000	0.668808	22.3728	4.55275
0.09375	9000	0.655738	23.2637	4.71261
0.09375	9000	0.639344	24.4594	4.92446
0.09375	9000	0.622951	25.7552	5.15259
0.09375	9000	0.606557	27.1524	5.39177
0.125	9000	5.33333	0.373916	-1.24898
0.125	9000	2.99282	1.1056	-0.842396
0.125	9000	2.18333	2.07882	-0.404292
0.125	9000	2.16667	2.11045	-0.392919
0.125	9000	1.56667	4.09005	0.348807
0.125	9000	1.55	4.18352	0.381399
0.125	9000	1.46667	4.68405	0.548806
0.125	9000	1.4	5.14749	0.69575
0.125	9000	1.33333	5.68846	0.868813
0.125	9000	1.26667	6.31859	1.05984
0.125	9000	1.2	7.04861	1.26922
0.125	9000	1.13333	7.91798	1.51412
0.125	9000	1.06667	8.9558	1.79471
0.125	9000	1.01667	9.8699	2.03117
0.125	9000	1	10.2103	2.11892
0.125	9000	0.95	11.3265	2.39625
0.125	9000	0.933333	11.7359	2.49133
0.125	9000	0.866667	13.63	2.93431
0.125	9000	0.809343	15.6288	3.37133
0.125	9000	0.8	16.0111	3.45597
0.125	9000	0.754118	18.0087	3.86613
0.125	9000	0.733333	19.0399	4.07471
0.125	9000	0.697448	21.0505	4.46302
0.125	9000	0.666667	23.0216	4.83022
0.125	9000	0.65	24.2039	5.04301
0.125	9000	0.633333	25.4967	5.27515
0.125	9000	0.616667	26.876	5.51432
0.125	9000	0.6	28.3783	5.77183
0.125	9000	0.566667	31.7638	6.32357
0.125	9000	0.533333	35.7971	6.95192
0.125	9000	0.5	40.6427	7.66652
0.125	9000	0.466667	46.538	8.48606
0.125	9000	0.4	62.9336	10.5481
0.125	9000	0.366667	74.5971	11.8644
0.125	9000	0.333333	89.8572	13.4463
0.125	9000	0.3	110.395	15.3779
0.15625	9000	5.42373	0.368905	-1.19108
0.15625	9000	3.13478	1.03379	-0.801687
0.15625	9000	2.20339	2.09071	-0.310618
0.15625	9000	2.18644	2.12666	-0.30199
0.15625	9000	1.57045	4.16957	0.476509
0.15625	9000	1.29427	6.19142	1.13294
0.15625	9000	1.12661	8.20902	1.71454
0.15625	9000	1.01695	10.1008	2.21902
0.15625	9000	1	10.4553	2.31204
0.15625	9000	0.966102	11.2062	2.49634
0.15625	9000	0.949153	11.6143	2.59749
0.15625	9000	0.876731	13.6257	3.07331
0.15625	9000	0.818664	15.6384	3.52225
0.15625	9000	0.770742	17.6426	3.94363
0.15625	9000	0.730293	19.6477	4.34895
0.15625	9000	0.695529	21.6529	4.73768
0.15625	9000	0.66521	23.6606	5.11304
0.15625	9000	0.661017	23.9551	5.16712
0.15625	9000	0.644068	25.2253	5.39698
0.15625	9000	0.627119	26.6026	5.64058
0.1875	9000	5.51724	0.369237	-1.1355
0.1875	9000	2.91576	1.22617	-0.629719
0.1875	9000	2.24138	2.07561	-0.233906
0.1875	9000	2.22414	2.10812	-0.223178
0.1875	9000	1.59736	4.13258	0.566248
0.1875	9000	1.31156	6.1747	1.23973
0.1875	9000	1.14052	8.20298	1.83894
0.1875	9000	1.03448	9.99704	2.3236
0.1875	9000	1.01724	10.3428	2.41444
0.1875	9000	0.965517	11.4924	2.70724
0.1875	9000	0.948276	11.9136	2.80474
0.1875	9000	0.877597	13.9227	3.28298
0.1875	9000	0.820583	15.9353	3.7349
0.1875	9000	0.773291	17.9495	4.16365
0.1875	9000	0.73324	19.9549	4.57128
0.1875	9000	0.698759	21.9709	4.96869
0.1875	9000	0.672414	23.7175	5.2961
0.1875	9000	0.655172	24.9715	5.52507
0.1875	9000	0.637931	26.3251	5.76803
0.21875	9000	5.61404	0.369366	-1.07123
0.21875	9000	3.86661	0.729063	-0.829933
0.21875	9000	2.26316	2.08716	-0.145595
0.21875	9000	2.24561	2.12461	-0.124936
0.21875	9000	1.59639	4.2448	0.714181
0.21875	9000	1.32324	6.22011	1.36954
0.21875	9000	1.15364	8.21664	1.97012
0.21875	9000	1.05263	9.89159	2.43092
0.21875	9000	1.03509	10.2351	2.52236
0.21875	9000	0.946363	12.2618	3.03433
0.21875	9000	0.877072	14.289	3.51965
0.21875	9000	0.821156	16.3139	3.97463
0.21875	9000	0.774826	18.3177	4.39892
0.21875	9000	0.735598	20.3231	4.81262
0.21875	9000	0.70177	22.314	5.20089
0.21875	9000	0.684211	23.4679	5.42257
0.21875	9000	0.666667	24.7142	5.65825
0.21875	9000	0.649123	26.0582	5.90057
0.21875	9000	0.631579	27.5085	6.16309
0.25	9000	5.71429	0.365772	-1.00089
0.25	9000	3.1753	1.0949	-0.545347
0.25	9000	2.30357	2.07347	-0.0574319
0.25	9000	2.28571	2.1029	-0.0505874
0.25	9000	1.64286	4.10641	0.766163
0.25	9000	1.625	4.20025	0.801506
0.25	9000	1.57143	4.49423	0.906045
0.25	9000	1.5	4.94823	1.06792
0.25	9000	1.42857	5.46288	1.24621
0.25	9000	1.35714	6.0572	1.43649
0.25	9000	1.28571	6.75864	1.65914
0.25	9000	1.21429	7.5931	1.91429
0.25	9000	1.14286	8.58927	2.19795
0.25	9000	1.07143	9.78943	2.53836
0.25	9000	1.05357	10.1264	2.62913
0.25	9000	1.03571	10.4811	2.7229
0.25	9000	1	11.2498	2.92158
0.25	9000	0.982143	11.663	3.02936
0.25	9000	0.928571	13.0607	3.37733
0.25	9000	0.864612	15.0788	3.85049
0.25	9000	0.857143	15.3354	3.90535
0.25	9000	0.806011	17.3518	4.35448
0.25	9000	0.785714	18.2608	4.55271
0.25	9000	0.745573	20.2751	4.97189
0.25	9000	0.714286	22.0853	5.33357
0.25	9000	0.696429	23.2252	5.55674
0.25	9000	0.678571	24.4526	5.78649
0.25	9000	0.660714	25.7799	6.03525
0.25	9000	0.642857	27.2282	6.29876
0.25	9000	0.607143	30.4941	6.87319
0.25	9000	0.571429	34.3806	7.51904
0.25	9000	0.535714	39.048	8.25669
0.25	9000	0.5	44.7204	9.09785
0.25	9000	0.428571	60.5431	11.2294
0.25	9000	0.392857	71.7865	12.5872
0.25	9000	0.357143	86.507	14.2195
0.25	9000	0.321429	106.33	16.2215
0.28125	9000	5.81818	0.364227	-0.960188
0.28125	9000	3.25649	1.07212	-0.478906
0.28125	9000	2.32727	2.08432	0.0343414
0.28125	9000	2.30909	2.11437	0.0481336
0.28125	9000	1.65002	4.17888	0.90442
0.28125	9000	1.35799	6.21131	1.60874
0.28125	9000	1.18207	8.23485	2.23488
0.28125	9000	1.07273	10.0212	2.74007
0.28125	9000	1.05455	10.3699	2.83086
0.28125	9000	1.01818	11.1319	3.03567
0.28125	9000	1	11.5402	3.14274
0.28125	9000	0.923273	13.5508	3.64609
0.28125	9000	0.861724	15.5673	4.12266
0.28125	9000	0.810947	17.5791	4.57154
0.28125	9000	0.768124	19.5953	5.00266
0.28125	9000	0.731376	21.6104	5.42045
0.28125	9000	0.699396	23.6226	5.81592
0.28125	9000	0.690909	24.1995	5.9251
0.28125	9000	0.672727	25.5172	6.17531
0.28125	9000	0.654545	26.9449	6.4331
0.3125	9000	5.92593	0.363024	-0.87874
0.3125	9000	3.08865	1.21957	-0.313056
0.3125	9000	2.35185	2.09656	0.134424
0.3125	9000	2.33333	2.132	0.153999
0.3125	9000	1.67905	4.14763	1.00354
0.3125	9000	1.37786	6.19318	1.7247
0.3125	9000	1.19726	8.23539	2.36843
0.3125	9000	1.09259	9.90773	2.84833
0.3125	9000	1.07407	10.2622	2.94869
0.3125	9000	1.01852	11.4152	3.25314
0.3125	9000	1	11.8535	3.37102
0.3125	9000	0.924807	13.8666	3.88216
0.3125	9000	0.864374	15.8807	4.35672
0.3125	9000	0.814385	17.8929	4.81413
0.3125	9000	0.772115	19.9131	5.24682
0.3125	9000	0.735748	21.9139	5.65923
0.3125	9000	0.70402	23.9359	6.06331
0.3125	9000	0.703704	23.9498	6.06498
0.3125	9000	0.685185	25.2561	6.31584
0.3125	9000	0.666667	26.6648	6.58045
0.34375	9000	6.03774	0.361579	-0.823942
0.34375	9000	3.30287	1.09955	-0.309011
0.34375	9000	2.39623	2.08075	0.222767
0.34375	9000	2.37736	2.11181	0.234613
0.34375	9000	1.69689	4.17087	1.12457
0.34375	9000	1.39474	6.20728	1.85264
0.34375	9000	1.21335	8.2281	2.50143
0.34375	9000	1.09434	10.1475	3.06052
0.34375	9000	1.07547	10.5066	3.16086
0.34375	9000	0.98576	12.5234	3.69441
0.34375	9000	0.915243	14.5423	4.20118
0.34375	9000	0.857896	16.5595	4.68114
0.34375	9000	0.810058	18.564	5.12913
0.34375	9000	0.769366	20.5875	5.56768
0.34375	9000	0.734208	22.5981	5.98333
0.34375	9000	0.716981	23.6993	6.20387
0.34375	9000	0.698113	24.9899	6.46359
0.34375	9000	0.679245	26.3949	6.72937
0.375	9000	6.15385	0.35927	-0.759522
0.375	9000	3.38675	1.082	-0.236009
0.375	9000	2.42308	2.09233	0.317029
0.375	9000	2.40385	2.12525	0.335896
0.375	9000	1.73077	4.12066	1.21746
0.375	9000	1.71154	4.21291	1.25207
0.375	9000	1.69231	4.31419	1.29348
0.375	9000	1.61538	4.74046	1.4524
0.375	9000	1.53846	5.23377	1.64144
0.375	9000	1.46154	5.80977	1.84837
0.375	9000	1.38462	6.47853	2.08017
0.375	9000	1.30769	7.27836	2.34171
0.375	9000	1.23077	8.22429	2.63968
0.375	9000	1.15385	9.37481	2.98748
0.375	9000	1.11538	10.0379	3.17851
0.375	9000	1.09615	10.389	3.27447
0.375	9000	1.07692	10.7721	3.38624
0.375	9000	1.05769	11.168	3.4922
0.375	9000	1.03846	11.5918	3.60846
0.375	9000	1	12.5053	3.85492
0.375	9000	0.928344	14.5234	4.3663
0.375	9000	0.923077	14.6937	4.41006
0.375	9000	0.865754	16.7132	4.89235
0.375	9000	0.846154	17.4917	5.06787
0.375	9000	0.801313	19.5119	5.52361
0.375	9000	0.769231	21.1685	5.88002
0.375	9000	0.735154	23.165	6.29398
0.375	9000	0.730769	23.4494	6.35487
0.375	9000	0.711538	24.7339	6.61081
0.375	9000	0.692308	26.1105	6.88029
0.375	9000	0.673077	27.6169	7.16918
0.375	9000	0.653846	29.2545	7.47246
0.375	9000	0.615385	32.9893	8.14418
0.375	9000	0.576923	37.4897	8.90735
0.375	9000	0.538462	42.9596	9.78617
0.375	9000	0.461538	58.1969	11.9896
0.375	9000	0.423077	69.0421	13.3969
0.375	9000	0.384615	83.2334	15.0909
0.375	9000	0.346154	102.341	17.1679
0.40625	9000	6.27451	0.354248	-0.68716
0.40625	9000	3.56184	1.00811	-0.197879
0.40625	9000	2.47059	2.07185	0.406701
0.40625	9000	2.45098	2.10345	0.427275
0.40625	9000	1.74363	4.17397	1.35593
0.40625	9000	1.43409	6.2061	2.11436
0.40625	9000	1.24742	8.22754	2.77744
0.40625	9000	1.13725	9.92648	3.29481
0.40625	9000	1.11765	10.2857	3.39901
0.40625	9000	1.07843	11.0459	3.61539
0.40625	9000	1.05882	11.4596	3.72774
0.40625	9000	0.976837	13.4863	4.2752
0.40625	9000	0.911316	15.5066	4.77806
0.40625	9000	0.857416	17.5231	5.26202
0.40625	9000	0.812043	19.5324	5.71556
0.40625	9000	0.773145	21.5509	6.1586
0.40625	9000	0.745098	23.2023	6.50008
0.40625	9000	0.72549	24.4697	6.76595
0.40625	9000	0.705882	25.8432	7.03544
0.40625	9000	0.686275	27.3263	7.32163
0.4375	9000	6.4	0.35187	-0.598926
0.4375	9000	4.32948	0.718297	-0.306708
0.4375	9000	2.5	2.07876	0.510229
0.4375	9000	2.48	2.11979	0.539431
0.4375	9000	1.74642	4.28702	1.51857
0.4375	9000	1.44732	6.27445	2.26925
0.4375	9000	1.26304	8.26656	2.94306
0.4375	9000	1.14	10.1627	3.51914
0.4375	9000	1.12	10.5414	3.62796
0.4375	9000	1.08	11.3427	3.8645
0.4375	9000	1.06	11.7792	3.98483
0.4375	9000	0.979644	13.8045	4.52345
0.4375	9000	0.915112	15.8267	5.03487
0.4375	9000	0.861896	17.8483	5.51996
0.4375	9000	0.817046	19.8689	5.98721
0.4375	9000	0.778556	21.8686	6.41323
0.4375	9000	0.745014	23.8825	6.84807
0.4375	9000	0.74	24.2086	6.91362
0.4375	9000	0.72	25.5664	7.18967
0.4375	9000	0.7	27.048	7.49197
0.46875	9000	6.53061	0.346026	-0.530299
0.46875	9000	3.46967	1.12414	0.0518404
0.46875	9000	2.53061	2.0965	0.630358
0.46875	9000	2.5102	2.12691	0.643566
0.46875	9000	1.79076	4.19917	1.61228
0.46875	9000	1.47156	6.24956	2.40048
0.46875	9000	1.28058	8.27588	3.09173
0.46875	9000	1.16327	10.0638	3.65089
0.46875	9000	1.14286	10.4215	3.75889
0.46875	9000	1.04677	12.4392	4.33052
0.46875	9000	0.971386	14.454	4.87242
0.46875	9000	0.910159	16.4804	5.38091
0.46875	9000	0.859141	18.496	5.86686
0.46875	9000	0.815794	20.5286	6.33447
0.46875	9000	0.778392	22.5472	6.7717
0.46875	9000	0.755102	23.9496	7.07216
0.46875	9000	0.734694	25.2936	7.35525
0.46875	9000	0.714286	26.7564	7.64678
0.5	9000	6.66667	0.345156	-0.4622
0.5	9000	3.59881	1.0829	0.122245
0.5	9000	2.58333	2.0728	0.715883
0.5	9000	2.5625	2.10664	0.736295
0.5	9000	1.83333	4.12968	1.69952
0.5	9000	1.8125	4.22909	1.74914
0.5	9000	1.75	4.53345	1.86816
0.5	9000	1.66667	5.00753	2.06602
0.5	9000	1.58333	5.55667	2.28063
0.5	9000	1.5	6.19743	2.52096
0.5	9000	1.41667	6.95327	2.78791
0.5	9000	1.33333	7.86599	3.11308
0.5	9000	1.25	8.96506	3.47052
0.5	9000	1.1875	9.93879	3.77255
0.5	9000	1.16667	10.3117	3.88778
0.5	9000	1.125	11.0924	4.12087
0.5	9000	1.10417	11.5124	4.23277
0.5	9000	1.08333	11.962	4.36171
0.5	9000	1.00249	13.9963	4.92376
0.5	9000	1	14.06	4.94807
0.5	9000	0.935325	16.0809	5.4718
0.5	9000	0.916667	16.744	5.63425
0.5	9000	0.86599	18.7673	6.12456
0.5	9000	0.833333	20.2734	6.47471
0.5	9000	0.794794	22.2875	6.93563
0.5	9000	0.791667	22.4691	6.97455
0.5	9000	0.770833	23.6946	7.23247
0.5	9000	0.75	25.0246	7.51495
0.5	9000	0.729167	26.4722	7.81689
0.5	9000	0.708333	28.0421	8.12881
0.5	9000	0.666667	31.6394	8.83432
0.5	9000	0.625	35.9607	9.628
0.5	9000	0.583333	41.2334	10.5419
0.5	9000	0.5	55.9135	12.8403
0.5	9000	0.458333	66.3745	14.3093
0.5	9000	0.416667	80.0628	16.0846
0.5	9000	0.375	98.4695	18.2515
0.53125	9000	6.80851	0.343445	-0.387539
0.53125	9000	3.59323	1.11568	0.240496
0.53125	9000	2.61702	2.08034	0.828947
0.53125	9000	2.59574	2.11575	0.850786
0.53125	9000	1.84913	4.18926	1.85226
0.53125	9000	1.51823	6.24139	2.68437
0.53125	9000	1.32046	8.27343	3.39892
0.53125	9000	1.19149	10.1906	4.01644
0.53125	9000	1.17021	10.5619	4.12154
0.53125	9000	1.14894	10.9638	4.24759
0.53125	9000	1.12766	11.3902	4.37104
0.53125	9000	1.03985	13.4087	4.95231
0.53125	9000	0.96973	15.433	5.49633
0.53125	9000	0.912068	17.4528	6.00967
0.53125	9000	0.863562	19.4685	6.50056
0.53125	9000	0.822021	21.5059	6.9744
0.53125	9000	0.787234	23.4394	7.40202
0.53125	9000	0.765957	24.7605	7.68528
0.53125	9000	0.744681	26.1862	7.99557
0.5625	9000	6.95652	0.3378	-0.292555
0.5625	9000	3.92585	0.971481	0.24341
0.5625	9000	2.65217	2.09469	0.949804
0.5625	9000	2.63043	2.12758	0.970643
0.5625	9000	1.86829	4.23042	2.00825
0.5625	9000	1.53858	6.26711	2.83203
0.5625	9000	1.33982	8.2965	3.56817
0.5625	9000	1.21739	10.0696	4.14498
0.5625	9000	1.19565	10.4461	4.26107
0.5625	9000	1.15217	11.2478	4.50448
0.5625	9000	1.13043	11.6991	4.63623
0.5625	9000	1.04428	13.7191	5.2307
0.5625	9000	0.9753	15.7466	5.77604
0.5625	9000	0.918387	17.777	6.29495
0.5625	9000	0.870385	19.7816	6.7784
0.5625	9000	0.829187	21.8091	7.26225
0.5625	9000	0.804348	23.1743	7.57119
0.5625	9000	0.782609	24.4865	7.86733
0.5625	9000	0.76087	25.907	8.15835
0.5625	9000	0.73913	27.4481	8.48951
0.59375	9000	7.11111	0.33561	-0.196007
0.59375	9000	4.27604	0.848743	0.224443
0.59375	9000	2.71111	2.06989	1.05055
0.59375	9000	2.68889	2.10262	1.06609
0.59375	9000	1.88945	4.27201	2.16089
0.59375	9000	1.56081	6.29353	2.99472
0.59375	9000	1.36205	8.28347	3.71142
0.59375	9000	1.24444	9.95272	4.27619
0.59375	9000	1.22222	10.3343	4.40298
0.59375	9000	1.11898	12.3472	5.01775
0.59375	9000	1.03785	14.3654	5.60458
0.59375	9000	0.971973	16.3956	6.15381
0.59375	9000	0.917149	18.4146	6.67107
0.59375	9000	0.870638	20.4516	7.16658
0.59375	9000	0.830558	22.4781	7.64135
0.59375	9000	0.8	24.2284	8.03565
0.59375	9000	0.777778	25.6267	8.35704
0.59375	9000	0.755556	27.1458	8.68191
0.625	9000	7.27273	0.330662	-0.125773
0.625	9000	3.84227	1.07751	0.511952
0.625	9000	2.75	2.07603	1.16539
0.625	9000	2.72727	2.11213	1.18722
0.625	9000	2	3.94059	2.13565
0.625	9000	1.95455	4.12844	2.2309
0.625	9000	1.93182	4.22557	2.27436
0.625	9000	1.90909	4.32412	2.31131
0.625	9000	1.81818	4.77518	2.51299
0.625	9000	1.72727	5.29988	2.7446
0.625	9000	1.63636	5.90962	2.99162
0.625	9000	1.54545	6.63182	3.26798
0.625	9000	1.45455	7.50562	3.59912
0.625	9000	1.36364	8.54935	3.97447
0.625	9000	1.27273	9.83583	4.42606
0.625	9000	1.25	10.2077	4.5395
0.625	9000	1.22727	10.5891	4.66443
0.625	9000	1.20455	10.9921	4.78742
0.625	9000	1.18182	11.4313	4.93189
0.625	9000	1.09091	13.441	5.53631
0.625	9000	1.01738	15.4584	6.09655
0.625	9000	1	16.0084	6.24506
0.625	9000	0.942502	18.0356	6.78731
0.625	9000	0.909091	19.393	7.12511
0.625	9000	0.865248	21.4194	7.62381
0.625	9000	0.863636	21.488	7.64413
0.625	9000	0.82585	23.5283	8.12439
0.625	9000	0.818182	23.9543	8.21263
0.625	9000	0.795455	25.3477	8.54386
0.625	9000	0.772727	26.8734	8.88374
0.625	9000	0.727273	30.3205	9.59515
0.625	9000	0.681818	34.4883	10.4312
0.625	9000	0.636364	39.559	11.3824
0.625	9000	0.545455	53.6928	13.805
0.625	9000	0.5	63.7599	15.3466
0.625	9000	0.454545	76.9546	17.2072
0.625	9000	0.409091	94.7137	19.4861
0.65625	9000	7.44186	0.327404	-0.0366289
0.65625	9000	3.88053	1.09189	0.633546
0.65625	9000	2.7907	2.08428	1.3019
0.65625	9000	2.76744	2.12237	1.31056
0.65625	9000	1.97338	4.18457	2.39125
0.65625	9000	1.62025	6.24455	3.28702
0.65625	9000	1.40873	8.29485	4.0544
0.65625	9000	1.27907	10.0811	4.68069
0.65625	9000	1.25581	10.4555	4.79904
0.65625	9000	1.23256	10.8636	4.93455
0.65625	9000	1.2093	11.2911	5.07164
0.65625	9000	1.18605	11.7431	5.20795
0.65625	9000	1.0959	13.7844	5.83482
0.65625	9000	1.02376	15.8067	6.41124
0.65625	9000	0.964272	17.8416	6.95911
0.65625	9000	0.914102	19.8627	7.47787
0.65625	9000	0.871037	21.883	7.98952
0.65625	9000	0.837209	23.6943	8.40535
0.65625	9000	0.813953	25.0624	8.7193
0.65625	9000	0.790698	26.5761	9.06588
0.6875	9000	7.61905	0.324253	0.06042
0.6875	9000	5.10345	0.66739	0.397835
0.6875	9000	2.83333	2.09134	1.41633
0.6875	9000	2.80952	2.13109	1.44494
0.6875	9000	1.97744	4.31314	2.59854
0.6875	9000	1.63953	6.3049	3.45997
0.6875	9000	1.43118	8.31805	4.24722
0.6875	9000	1.30952	9.96184	4.82636
0.6875	9000	1.28571	10.3424	4.95807
0.6875	9000	1.1765	12.3794	5.61004
0.6875	9000	1.0911	14.4061	6.21677
0.6875	9000	1.02209	16.4366	6.80604
0.6875	9000	0.964838	18.4692	7.34305
0.6875	9000	0.916321	20.4828	7.86558
0.6875	9000	0.874462	22.5006	8.37487
0.6875	9000	0.857143	23.4387	8.60146
0.6875	9000	0.833333	24.7786	8.91382
0.6875	9000	0.809524	26.2879	9.26186
0.71875	9000	7.80488	0.317079	0.187034
0.71875	9000	3.60212	1.34758	1.04073
0.71875	9000	2.90244	2.06524	1.52806
0.71875	9000	2.87805	2.10089	1.5447
0.71875	9000	2.0649	4.10051	2.64673
0.71875	9000	1.68581	6.1913	3.58131
0.71875	9000	1.46167	8.25482	4.40002
0.71875	9000	1.31707	10.2063	5.09282
0.71875	9000	1.29268	10.6117	5.23393
0.71875	9000	1.18504	12.6533	5.8963
0.71875	9000	1.1009	14.6887	6.51717
0.71875	9000	1.03265	16.6963	7.09592
0.71875	9000	0.975756	18.7346	7.65815
0.71875	9000	0.927334	20.7644	8.19227
0.71875	9000	0.885446	22.7845	8.69918
0.71875	9000	0.878049	23.1613	8.77765
0.71875	9000	0.853659	24.5131	9.11903
0.71875	9000	0.829268	25.9848	9.46492
0.75	9000	8	0.315426	0.276134
0.75	9000	4.14348	1.05734	0.959262
0.75	9000	2.95	2.07042	1.64964
0.75	9000	2.925	2.10901	1.67766
0.75	9000	2.2	3.74048	2.60386
0.75	9000	2.1	4.11333	2.79227
0.75	9000	2.075	4.20761	2.84411
0.75	9000	2	4.53551	2.99738
0.75	9000	1.9	5.0319	3.23429
0.75	9000	1.8	5.61637	3.49894
0.75	9000	1.7	6.31647	3.8129
0.75	9000	1.6	7.13424	4.13334
0.75	9000	1.5	8.13951	4.54041
0.75	9000	1.4	9.36569	4.99363
0.75	9000	1.35	10.0834	5.24723
0.75	9000	1.325	10.4703	5.38318
0.75	9000	1.3	10.8878	5.52435
0.75	9000	1.275	11.3238	5.67168
0.75	9000	1.2	12.8052	6.15868
0.75	9000	1.11567	14.8438	6.7851
0.75	9000	1.1	15.274	6.92183
0.75	9000	1.03439	17.2929	7.49699
0.75	9000	1	18.5149	7.83577
0.75	9000	0.95	20.5426	8.38351
0.75	9000	0.90666	22.5675	8.89468
0.75	9000	0.9	22.9182	8.98864
0.75	9000	0.875	24.2442	9.31985
0.75	9000	0.85	25.6968	9.66655
0.75	9000	0.825	27.2852	10.0345
0.75	9000	0.8	29.0186	10.4323
0.75	9000	0.75	33.0284	11.3211
0.75	9000	0.7	37.9158	12.3289
0.75	9000	0.6	51.5153	14.8713
0.75	9000	0.55	61.2395	16.5049
0.75	9000	0.5	73.9318	18.4727
0.75	9000	0.45	91.0524	20.8731
0.78125	9000	8.20513	0.310857	0.369352
0.78125	9000	5.82244	0.574335	0.661756
0.78125	9000	3	2.07653	1.78855
0.78125	9000	2.97436	2.10808	1.81078
0.78125	9000	2.08787	4.31454	3.05074
0.78125	9000	1.73474	6.29053	3.96588
0.78125	9000	1.51426	8.29783	4.78634
0.78125	9000	1.38462	9.96238	5.40065
0.78125	9000	1.35897	10.343	5.53515
0.78125	9000	1.33333	10.7498	5.67789
0.78125	9000	1.30769	11.1843	5.83594
0.78125	9000	1.28205	11.6351	5.97902
0.78125	9000	1.18356	13.695	6.64857
0.78125	9000	1.10512	15.7369	7.27631
0.78125	9000	1.04081	17.7713	7.88969
0.78125	9000	0.986813	19.796	8.44044
0.78125	9000	0.940544	21.8034	8.97152
0.78125	9000	0.900179	23.8075	9.49328
0.78125	9000	0.897436	23.9694	9.52707
0.78125	9000	0.871795	25.3978	9.87601
0.78125	9000	0.846154	26.9681	10.2418
0.8125	9000	8.42105	0.303866	0.504419
0.8125	9000	4.0755	1.17472	1.29613
0.8125	9000	3.05263	2.08007	1.92311
0.8125	9000	3.02632	2.11407	1.94751
0.8125	9000	2.18421	4.09577	3.08773
0.8125	9000	2.15789	4.18964	3.13928
0.8125	9000	1.77206	6.26145	4.12639
0.8125	9000	1.54251	8.31709	4.97484
0.8125	9000	1.39474	10.2	5.68543
0.8125	9000	1.36842	10.6111	5.83182
0.8125	9000	1.34211	11.0433	5.98925
0.8125	9000	1.31579	11.4972	6.14069
0.8125	9000	1.21481	13.5204	6.81053
0.8125	9000	1.13385	15.5596	7.45367
0.8125	9000	1.06715	17.5934	8.07965
0.8125	9000	1.01098	19.6192	8.63823
0.8125	9000	0.962874	21.6579	9.1881
0.8125	9000	0.921121	23.6908	9.71745
0.8125	9000	0.921053	23.6953	9.73108
0.8125	9000	0.894737	25.1236	10.0845
0.8125	9000	0.868421	26.6654	10.4678
0.84375	9000	8.64865	0.29957	0.628919
0.84375	9000	4.45624	1.02075	1.28391
0.84375	9000	3.10811	2.07841	2.07651
0.84375	9000	3.08108	2.11774	2.07889
0.84375	9000	2.20492	4.16951	3.27746
0.84375	9000	1.81202	6.2332	4.2632
0.84375	9000	1.57516	8.28098	5.14988
0.84375	9000	1.43243	10.06	5.83354
0.84375	9000	1.40541	10.4764	5.9946
0.84375	9000	1.28726	12.5239	6.69787
0.84375	9000	1.19519	14.5648	7.38297
0.84375	9000	1.12078	16.6117	8.00901
0.84375	9000	1.05896	18.6282	8.62334
0.84375	9000	1.00645	20.6521	9.18567
0.84375	9000	0.961038	22.6792	9.7337
0.84375	9000	0.945946	23.4139	9.94085
0.84375	9000	0.918919	24.8161	10.2895
0.84375	9000	0.891892	26.3655	10.6909
0.875	9000	8.88889	0.293469	0.676799
0.875	9000	4.44567	1.06224	1.43374
0.875	9000	3.16667	2.07677	2.20397
0.875	9000	3.13889	2.11223	2.24182
0.875	9000	2.44444	3.50323	3.08563
0.875	9000	2.33333	3.86861	3.29014
0.875	9000	2.27778	4.05267	3.39197
0.875	9000	2.25	4.16486	3.43892
0.875	9000	2.22222	4.26517	3.50944
